,group1,group2,test_stat,p_value
236,"('gigapath', 'gigapath_cls', 'xgb')","('prism', 'gabmil-1_heads', 'MLP')",12.0,0.9999999999499778
237,"('gigapath', 'gigapath_cls', 'xgb')","('prism', 'gabmil-8_heads', 'MLP')",3.0,0.9999999999972715
238,"('gigapath', 'gigapath_cls', 'xgb')","('uni', 'GAP', 'MLP')",0.0,1.0
239,"('gigapath', 'gigapath_cls', 'xgb')","('uni', 'GAP', 'lr')",0.0,1.0
240,"('gigapath', 'gigapath_cls', 'xgb')","('uni', 'GAP', 'xgb')",6.0,0.999999999990905
241,"('gigapath', 'gigapath_cls', 'xgb')","('uni', 'abmil-1_heads', 'MLP')",2.0,0.999999999998181
242,"('gigapath', 'gigapath_cls', 'xgb')","('uni', 'abmil-8_heads', 'MLP')",0.0,1.0
243,"('gigapath', 'gigapath_cls', 'xgb')","('uni', 'gabmil-1_heads', 'MLP')",0.0,1.0
244,"('gigapath', 'gigapath_cls', 'xgb')","('uni', 'gabmil-8_heads', 'MLP')",0.0,1.0
245,"('gigapath', 'gigapath_pool', 'MLP')","('gigapath', 'gigapath_pool', 'lr')",45.0,0.9999999865412974
246,"('gigapath', 'gigapath_pool', 'MLP')","('gigapath', 'gigapath_pool', 'xgb')",549.0,0.031092046418052632
247,"('gigapath', 'gigapath_pool', 'MLP')","('prism', 'GAP', 'MLP')",81.0,0.999991914230541
248,"('gigapath', 'gigapath_pool', 'MLP')","('prism', 'GAP', 'lr')",37.0,0.9999999954725354
249,"('gigapath', 'gigapath_pool', 'MLP')","('prism', 'GAP', 'xgb')",279.0,0.9614996928612527
250,"('gigapath', 'gigapath_pool', 'MLP')","('prism', 'PRISM', 'MLP')",0.0,1.0
251,"('gigapath', 'gigapath_pool', 'MLP')","('prism', 'PRISM', 'lr')",7.0,0.9999999999872671
252,"('gigapath', 'gigapath_pool', 'MLP')","('prism', 'PRISM', 'xgb')",0.0,1.0
253,"('gigapath', 'gigapath_pool', 'MLP')","('prism', 'abmil-1_heads', 'MLP')",37.0,0.9999999954725354
254,"('gigapath', 'gigapath_pool', 'MLP')","('prism', 'abmil-8_heads', 'MLP')",1.0,0.9999999999990905
255,"('gigapath', 'gigapath_pool', 'MLP')","('prism', 'gabmil-1_heads', 'MLP')",28.0,0.9999999988531272
256,"('gigapath', 'gigapath_pool', 'MLP')","('prism', 'gabmil-8_heads', 'MLP')",21.0,0.9999999996625775
257,"('gigapath', 'gigapath_pool', 'MLP')","('uni', 'GAP', 'MLP')",53.0,0.9999999635792847
258,"('gigapath', 'gigapath_pool', 'MLP')","('uni', 'GAP', 'lr')",3.0,0.9999999999972715
259,"('gigapath', 'gigapath_pool', 'MLP')","('uni', 'GAP', 'xgb')",196.0,0.9983993384630594
260,"('gigapath', 'gigapath_pool', 'MLP')","('uni', 'abmil-1_heads', 'MLP')",0.0,1.0
261,"('gigapath', 'gigapath_pool', 'MLP')","('uni', 'abmil-8_heads', 'MLP')",0.0,1.0
262,"('gigapath', 'gigapath_pool', 'MLP')","('uni', 'gabmil-1_heads', 'MLP')",0.0,1.0
263,"('gigapath', 'gigapath_pool', 'MLP')","('uni', 'gabmil-8_heads', 'MLP')",0.0,1.0
264,"('gigapath', 'gigapath_pool', 'lr')","('gigapath', 'gigapath_pool', 'xgb')",797.0,5.820766091346741e-10
265,"('gigapath', 'gigapath_pool', 'lr')","('prism', 'GAP', 'MLP')",505.0,0.10320648256856657
266,"('gigapath', 'gigapath_pool', 'lr')","('prism', 'GAP', 'lr')",104.0,0.9999947975129544
267,"('gigapath', 'gigapath_pool', 'lr')","('prism', 'GAP', 'xgb')",670.0,4.664742938977577e-05
268,"('gigapath', 'gigapath_pool', 'lr')","('prism', 'PRISM', 'MLP')",18.0,0.9999999998117346
269,"('gigapath', 'gigapath_pool', 'lr')","('prism', 'PRISM', 'lr')",25.0,0.999999999306965
270,"('gigapath', 'gigapath_pool', 'lr')","('prism', 'PRISM', 'xgb')",22.0,0.9999999995934559
271,"('gigapath', 'gigapath_pool', 'lr')","('prism', 'abmil-1_heads', 'MLP')",87.0,0.9999987781347954
272,"('gigapath', 'gigapath_pool', 'lr')","('prism', 'abmil-8_heads', 'MLP')",36.0,0.9999999960800778
273,"('gigapath', 'gigapath_pool', 'lr')","('prism', 'gabmil-1_heads', 'MLP')",77.0,0.999999520806341
274,"('gigapath', 'gigapath_pool', 'lr')","('prism', 'gabmil-8_heads', 'MLP')",70.0,0.9999997617105691
275,"('gigapath', 'gigapath_pool', 'lr')","('uni', 'GAP', 'MLP')",618.0,0.0022224060085136443
276,"('gigapath', 'gigapath_pool', 'lr')","('uni', 'GAP', 'lr')",130.0,0.9999640099131284
277,"('gigapath', 'gigapath_pool', 'lr')","('uni', 'GAP', 'xgb')",586.0,0.0031173125063974176
278,"('gigapath', 'gigapath_pool', 'lr')","('uni', 'abmil-1_heads', 'MLP')",45.0,0.9999999865412974
279,"('gigapath', 'gigapath_pool', 'lr')","('uni', 'abmil-8_heads', 'MLP')",55.0,0.9999999538658813
280,"('gigapath', 'gigapath_pool', 'lr')","('uni', 'gabmil-1_heads', 'MLP')",47.0,0.9999999825986379
281,"('gigapath', 'gigapath_pool', 'lr')","('uni', 'gabmil-8_heads', 'MLP')",38.0,0.9999999947813194
282,"('gigapath', 'gigapath_pool', 'xgb')","('prism', 'GAP', 'MLP')",79.0,0.999999418927473
283,"('gigapath', 'gigapath_pool', 'xgb')","('prism', 'GAP', 'lr')",40.0,0.9999999931023922
284,"('gigapath', 'gigapath_pool', 'xgb')","('prism', 'GAP', 'xgb')",130.0,0.999857352883849
285,"('gigapath', 'gigapath_pool', 'xgb')","('prism', 'PRISM', 'MLP')",0.0,1.0
286,"('gigapath', 'gigapath_pool', 'xgb')","('prism', 'PRISM', 'lr')",5.0,0.9999999999936335
287,"('gigapath', 'gigapath_pool', 'xgb')","('prism', 'PRISM', 'xgb')",0.0,1.0
288,"('gigapath', 'gigapath_pool', 'xgb')","('prism', 'abmil-1_heads', 'MLP')",42.0,0.9999999909450707
289,"('gigapath', 'gigapath_pool', 'xgb')","('prism', 'abmil-8_heads', 'MLP')",13.0,0.9999999999363354
290,"('gigapath', 'gigapath_pool', 'xgb')","('prism', 'gabmil-1_heads', 'MLP')",36.0,0.9999999960800778
291,"('gigapath', 'gigapath_pool', 'xgb')","('prism', 'gabmil-8_heads', 'MLP')",25.0,0.999999999306965
292,"('gigapath', 'gigapath_pool', 'xgb')","('uni', 'GAP', 'MLP')",52.0,0.9999999676965672
293,"('gigapath', 'gigapath_pool', 'xgb')","('uni', 'GAP', 'lr')",19.0,0.9999999997698978
294,"('gigapath', 'gigapath_pool', 'xgb')","('uni', 'GAP', 'xgb')",71.0,0.9999997360737325
295,"('gigapath', 'gigapath_pool', 'xgb')","('uni', 'abmil-1_heads', 'MLP')",12.0,0.9999999999499778
296,"('gigapath', 'gigapath_pool', 'xgb')","('uni', 'abmil-8_heads', 'MLP')",3.0,0.9999999999972715
297,"('gigapath', 'gigapath_pool', 'xgb')","('uni', 'gabmil-1_heads', 'MLP')",10.0,0.9999999999699867
298,"('gigapath', 'gigapath_pool', 'xgb')","('uni', 'gabmil-8_heads', 'MLP')",5.0,0.9999999999936335
299,"('prism', 'GAP', 'MLP')","('prism', 'GAP', 'lr')",41.0,0.9999999920901246
300,"('prism', 'GAP', 'MLP')","('prism', 'GAP', 'xgb')",691.0,3.5990086871606763e-05
301,"('prism', 'GAP', 'MLP')","('prism', 'PRISM', 'MLP')",7.0,0.9999999999872671
302,"('prism', 'GAP', 'MLP')","('prism', 'PRISM', 'lr')",33.0,0.9999996852408785
303,"('prism', 'GAP', 'MLP')","('prism', 'PRISM', 'xgb')",0.0,1.0
304,"('prism', 'GAP', 'MLP')","('prism', 'abmil-1_heads', 'MLP')",54.0,0.9999999589863364
305,"('prism', 'GAP', 'MLP')","('prism', 'abmil-8_heads', 'MLP')",31.0,0.9999999981491783
306,"('prism', 'GAP', 'MLP')","('prism', 'gabmil-1_heads', 'MLP')",50.0,0.999999974680577
307,"('prism', 'GAP', 'MLP')","('prism', 'gabmil-8_heads', 'MLP')",39.0,0.999999993995516
308,"('prism', 'GAP', 'MLP')","('uni', 'GAP', 'MLP')",497.0,0.12396359589092754
309,"('prism', 'GAP', 'MLP')","('uni', 'GAP', 'lr')",105.0,0.9999943626971799
310,"('prism', 'GAP', 'MLP')","('uni', 'GAP', 'xgb')",499.0,0.11852515531882091
311,"('prism', 'GAP', 'MLP')","('uni', 'abmil-1_heads', 'MLP')",12.0,0.9999999999499778
312,"('prism', 'GAP', 'MLP')","('uni', 'abmil-8_heads', 'MLP')",13.0,0.9999999283763139
313,"('prism', 'GAP', 'MLP')","('uni', 'gabmil-1_heads', 'MLP')",2.0,0.999999999998181
314,"('prism', 'GAP', 'MLP')","('uni', 'gabmil-8_heads', 'MLP')",0.0,1.0
315,"('prism', 'GAP', 'lr')","('prism', 'GAP', 'xgb')",805.0,1.2460077414289117e-10
316,"('prism', 'GAP', 'lr')","('prism', 'PRISM', 'MLP')",83.0,0.9999908294608079
317,"('prism', 'GAP', 'lr')","('prism', 'PRISM', 'lr')",131.0,0.9999614562102579
318,"('prism', 'GAP', 'lr')","('prism', 'PRISM', 'xgb')",101.0,0.9999959236201903
319,"('prism', 'GAP', 'lr')","('prism', 'abmil-1_heads', 'MLP')",177.0,0.9993845965836954
320,"('prism', 'GAP', 'lr')","('prism', 'abmil-8_heads', 'MLP')",177.0,0.9993845965836954
321,"('prism', 'GAP', 'lr')","('prism', 'gabmil-1_heads', 'MLP')",171.0,0.9995543915401868
322,"('prism', 'GAP', 'lr')","('prism', 'gabmil-8_heads', 'MLP')",150.0,0.9998680401276943
323,"('prism', 'GAP', 'lr')","('uni', 'GAP', 'MLP')",743.0,5.278707249090075e-07
324,"('prism', 'GAP', 'lr')","('uni', 'GAP', 'lr')",502.0,0.05903102918571102
325,"('prism', 'GAP', 'lr')","('uni', 'GAP', 'xgb')",740.0,7.025937520666048e-07
326,"('prism', 'GAP', 'lr')","('uni', 'abmil-1_heads', 'MLP')",98.0,0.9999344474626488
327,"('prism', 'GAP', 'lr')","('uni', 'abmil-8_heads', 'MLP')",213.0,0.9965224035568099
328,"('prism', 'GAP', 'lr')","('uni', 'gabmil-1_heads', 'MLP')",142.0,0.9999201298205662
329,"('prism', 'GAP', 'lr')","('uni', 'gabmil-8_heads', 'MLP')",153.0,0.9998416073749468
330,"('prism', 'GAP', 'xgb')","('prism', 'PRISM', 'MLP')",0.0,1.0
331,"('prism', 'GAP', 'xgb')","('prism', 'PRISM', 'lr')",6.0,0.999999999990905
332,"('prism', 'GAP', 'xgb')","('prism', 'PRISM', 'xgb')",0.0,1.0
333,"('prism', 'GAP', 'xgb')","('prism', 'abmil-1_heads', 'MLP')",20.0,0.9999999997207851
334,"('prism', 'GAP', 'xgb')","('prism', 'abmil-8_heads', 'MLP')",0.0,1.0
335,"('prism', 'GAP', 'xgb')","('prism', 'gabmil-1_heads', 'MLP')",11.0,0.9999999999608917
336,"('prism', 'GAP', 'xgb')","('prism', 'gabmil-8_heads', 'MLP')",9.0,0.9999999999772626
337,"('prism', 'GAP', 'xgb')","('uni', 'GAP', 'MLP')",198.0,0.9982397582198246
338,"('prism', 'GAP', 'xgb')","('uni', 'GAP', 'lr')",21.0,0.9999999996625775
339,"('prism', 'GAP', 'xgb')","('uni', 'GAP', 'xgb')",305.0,0.9211245153101117
340,"('prism', 'GAP', 'xgb')","('uni', 'abmil-1_heads', 'MLP')",0.0,1.0
341,"('prism', 'GAP', 'xgb')","('uni', 'abmil-8_heads', 'MLP')",0.0,1.0
342,"('prism', 'GAP', 'xgb')","('uni', 'gabmil-1_heads', 'MLP')",0.0,1.0
343,"('prism', 'GAP', 'xgb')","('uni', 'gabmil-8_heads', 'MLP')",0.0,1.0
344,"('prism', 'PRISM', 'MLP')","('prism', 'PRISM', 'lr')",629.0,0.0004261221479276679
345,"('prism', 'PRISM', 'MLP')","('prism', 'PRISM', 'xgb')",621.0,0.0019337554258527234
346,"('prism', 'PRISM', 'MLP')","('prism', 'abmil-1_heads', 'MLP')",693.0,3.134132748527918e-05
347,"('prism', 'PRISM', 'MLP')","('prism', 'abmil-8_heads', 'MLP')",708.0,1.0523882338020485e-05
348,"('prism', 'PRISM', 'MLP')","('prism', 'gabmil-1_heads', 'MLP')",699.0,2.049409522442147e-05
349,"('prism', 'PRISM', 'MLP')","('prism', 'gabmil-8_heads', 'MLP')",676.0,9.667294852988562e-05
350,"('prism', 'PRISM', 'MLP')","('uni', 'GAP', 'MLP')",776.0,3.589566486386706e-08
351,"('prism', 'PRISM', 'MLP')","('uni', 'GAP', 'lr')",746.0,3.940094757126644e-07
352,"('prism', 'PRISM', 'MLP')","('uni', 'GAP', 'xgb')",782.0,6.004484021104872e-09
353,"('prism', 'PRISM', 'MLP')","('uni', 'abmil-1_heads', 'MLP')",635.0,0.0009797538523343974
354,"('prism', 'PRISM', 'MLP')","('uni', 'abmil-8_heads', 'MLP')",726.0,2.4664041120558977e-06
355,"('prism', 'PRISM', 'MLP')","('uni', 'gabmil-1_heads', 'MLP')",622.0,0.0006027839501798765
356,"('prism', 'PRISM', 'MLP')","('uni', 'gabmil-8_heads', 'MLP')",706.0,1.2242584489285946e-05
357,"('prism', 'PRISM', 'lr')","('prism', 'PRISM', 'xgb')",353.0,0.7781333409857325
358,"('prism', 'PRISM', 'lr')","('prism', 'abmil-1_heads', 'MLP')",584.0,0.00926338828594453
359,"('prism', 'PRISM', 'lr')","('prism', 'abmil-8_heads', 'MLP')",556.0,0.010264683616559472
360,"('prism', 'PRISM', 'lr')","('prism', 'gabmil-1_heads', 'MLP')",554.0,0.026541326487858896
361,"('prism', 'PRISM', 'lr')","('prism', 'gabmil-8_heads', 'MLP')",581.0,0.010377284787864482
362,"('prism', 'PRISM', 'lr')","('uni', 'GAP', 'MLP')",778.0,1.0350049706175923e-08
363,"('prism', 'PRISM', 'lr')","('uni', 'GAP', 'lr')",708.0,1.0523882338020485e-05
364,"('prism', 'PRISM', 'lr')","('uni', 'GAP', 'xgb')",757.0,1.267735569854267e-07
365,"('prism', 'PRISM', 'lr')","('uni', 'abmil-1_heads', 'MLP')",454.0,0.28133384116608795
366,"('prism', 'PRISM', 'lr')","('uni', 'abmil-8_heads', 'MLP')",470.0,0.07451355552549145
367,"('prism', 'PRISM', 'lr')","('uni', 'gabmil-1_heads', 'MLP')",440.0,0.15674927707115238
368,"('prism', 'PRISM', 'lr')","('uni', 'gabmil-8_heads', 'MLP')",469.0,0.1351341642746421
369,"('prism', 'PRISM', 'xgb')","('prism', 'abmil-1_heads', 'MLP')",591.0,0.0070540475899179
370,"('prism', 'PRISM', 'xgb')","('prism', 'abmil-8_heads', 'MLP')",583.0,0.009622770078749454
371,"('prism', 'PRISM', 'xgb')","('prism', 'gabmil-1_heads', 'MLP')",544.0,0.03625316605939588
372,"('prism', 'PRISM', 'xgb')","('prism', 'gabmil-8_heads', 'MLP')",588.0,0.007938110973555013
373,"('prism', 'PRISM', 'xgb')","('uni', 'GAP', 'MLP')",810.0,3.9108272176235914e-11
374,"('prism', 'PRISM', 'xgb')","('uni', 'GAP', 'lr')",679.0,3.839348493391382e-06
375,"('prism', 'PRISM', 'xgb')","('uni', 'GAP', 'xgb')",750.0,2.532959502819474e-07
376,"('prism', 'PRISM', 'xgb')","('uni', 'abmil-1_heads', 'MLP')",511.0,0.08934820786180353
377,"('prism', 'PRISM', 'xgb')","('uni', 'abmil-8_heads', 'MLP')",547.0,0.005238856417280673
378,"('prism', 'PRISM', 'xgb')","('uni', 'gabmil-1_heads', 'MLP')",524.0,0.030744011358566487
379,"('prism', 'PRISM', 'xgb')","('uni', 'gabmil-8_heads', 'MLP')",568.0,0.016609992411758867
380,"('prism', 'abmil-1_heads', 'MLP')","('prism', 'abmil-8_heads', 'MLP')",382.0,0.6476561628460331
381,"('prism', 'abmil-1_heads', 'MLP')","('prism', 'gabmil-1_heads', 'MLP')",225.0,0.8393193973524603
382,"('prism', 'abmil-1_heads', 'MLP')","('prism', 'gabmil-8_heads', 'MLP')",373.0,0.48553924079722954
383,"('prism', 'abmil-1_heads', 'MLP')","('uni', 'GAP', 'MLP')",729.0,1.9038552636629902e-06
384,"('prism', 'abmil-1_heads', 'MLP')","('uni', 'GAP', 'lr')",628.0,0.0013853147693225765
385,"('prism', 'abmil-1_heads', 'MLP')","('uni', 'GAP', 'xgb')",714.0,6.608917828998528e-06
386,"('prism', 'abmil-1_heads', 'MLP')","('uni', 'abmil-1_heads', 'MLP')",258.0,0.980276659327501
387,"('prism', 'abmil-1_heads', 'MLP')","('uni', 'abmil-8_heads', 'MLP')",386.0,0.6276978209107256
388,"('prism', 'abmil-1_heads', 'MLP')","('uni', 'gabmil-1_heads', 'MLP')",303.0,0.8876423317482933
389,"('prism', 'abmil-1_heads', 'MLP')","('uni', 'gabmil-8_heads', 'MLP')",360.0,0.7493126299632422
390,"('prism', 'abmil-8_heads', 'MLP')","('prism', 'gabmil-1_heads', 'MLP')",349.0,0.6224033302371749
391,"('prism', 'abmil-8_heads', 'MLP')","('prism', 'gabmil-8_heads', 'MLP')",426.0,0.41837750536433305
392,"('prism', 'abmil-8_heads', 'MLP')","('uni', 'GAP', 'MLP')",725.0,1.4703103225188442e-06
393,"('prism', 'abmil-8_heads', 'MLP')","('uni', 'GAP', 'lr')",660.0,0.00025401910261280136
394,"('prism', 'abmil-8_heads', 'MLP')","('uni', 'GAP', 'xgb')",733.0,1.3368562576943077e-06
395,"('prism', 'abmil-8_heads', 'MLP')","('uni', 'abmil-1_heads', 'MLP')",199.0,0.9961552127396757
396,"('prism', 'abmil-8_heads', 'MLP')","('uni', 'abmil-8_heads', 'MLP')",343.0,0.8158999152847173
397,"('prism', 'abmil-8_heads', 'MLP')","('uni', 'gabmil-1_heads', 'MLP')",259.0,0.9795993024781637
398,"('prism', 'abmil-8_heads', 'MLP')","('uni', 'gabmil-8_heads', 'MLP')",253.0,0.9558110809552731
399,"('prism', 'gabmil-1_heads', 'MLP')","('prism', 'gabmil-8_heads', 'MLP')",471.0,0.21010612540612783
400,"('prism', 'gabmil-1_heads', 'MLP')","('uni', 'GAP', 'MLP')",733.0,1.3368562576943077e-06
401,"('prism', 'gabmil-1_heads', 'MLP')","('uni', 'GAP', 'lr')",647.0,0.0005243565419732477
402,"('prism', 'gabmil-1_heads', 'MLP')","('uni', 'GAP', 'xgb')",720.0,4.076379809703212e-06
403,"('prism', 'gabmil-1_heads', 'MLP')","('uni', 'abmil-1_heads', 'MLP')",259.0,0.966233082186009
404,"('prism', 'gabmil-1_heads', 'MLP')","('uni', 'abmil-8_heads', 'MLP')",378.0,0.5664959309573561
405,"('prism', 'gabmil-1_heads', 'MLP')","('uni', 'gabmil-1_heads', 'MLP')",311.0,0.8648658357253579
406,"('prism', 'gabmil-1_heads', 'MLP')","('uni', 'gabmil-8_heads', 'MLP')",348.0,0.72109917228965
407,"('prism', 'gabmil-8_heads', 'MLP')","('uni', 'GAP', 'MLP')",754.0,1.7449474398745224e-07
408,"('prism', 'gabmil-8_heads', 'MLP')","('uni', 'GAP', 'lr')",679.0,7.987017943378305e-05
409,"('prism', 'gabmil-8_heads', 'MLP')","('uni', 'GAP', 'xgb')",726.0,2.4664041120558977e-06
410,"('prism', 'gabmil-8_heads', 'MLP')","('uni', 'abmil-1_heads', 'MLP')",247.0,0.9865736397168803
411,"('prism', 'gabmil-8_heads', 'MLP')","('uni', 'abmil-8_heads', 'MLP')",333.0,0.8494692436606783
412,"('prism', 'gabmil-8_heads', 'MLP')","('uni', 'gabmil-1_heads', 'MLP')",268.0,0.931424328846185
413,"('prism', 'gabmil-8_heads', 'MLP')","('uni', 'gabmil-8_heads', 'MLP')",310.0,0.9106517921381965
414,"('uni', 'GAP', 'MLP')","('uni', 'GAP', 'lr')",36.0,0.9999999960800778
415,"('uni', 'GAP', 'MLP')","('uni', 'GAP', 'xgb')",507.0,0.09842727627710701
416,"('uni', 'GAP', 'MLP')","('uni', 'abmil-1_heads', 'MLP')",25.0,0.9999998243123168
417,"('uni', 'GAP', 'MLP')","('uni', 'abmil-8_heads', 'MLP')",23.0,0.9999999995125108
418,"('uni', 'GAP', 'MLP')","('uni', 'gabmil-1_heads', 'MLP')",17.0,0.9999999998462954
419,"('uni', 'GAP', 'MLP')","('uni', 'gabmil-8_heads', 'MLP')",6.0,0.999999999990905
420,"('uni', 'GAP', 'lr')","('uni', 'GAP', 'xgb')",739.0,7.717690095887519e-07
421,"('uni', 'GAP', 'lr')","('uni', 'abmil-1_heads', 'MLP')",106.0,0.999993894650288
422,"('uni', 'GAP', 'lr')","('uni', 'abmil-8_heads', 'MLP')",155.0,0.9998214050292518
423,"('uni', 'GAP', 'lr')","('uni', 'gabmil-1_heads', 'MLP')",119.0,0.9999835226008145
424,"('uni', 'GAP', 'lr')","('uni', 'gabmil-8_heads', 'MLP')",107.0,0.999993391082171
425,"('uni', 'GAP', 'xgb')","('uni', 'abmil-1_heads', 'MLP')",42.0,0.9999994021212338
426,"('uni', 'GAP', 'xgb')","('uni', 'abmil-8_heads', 'MLP')",50.0,0.999999974680577
427,"('uni', 'GAP', 'xgb')","('uni', 'gabmil-1_heads', 'MLP')",43.0,0.9999993585482372
428,"('uni', 'GAP', 'xgb')","('uni', 'gabmil-8_heads', 'MLP')",41.0,0.9999999920901246
429,"('uni', 'abmil-1_heads', 'MLP')","('uni', 'abmil-8_heads', 'MLP')",518.0,0.07495118775841547
430,"('uni', 'abmil-1_heads', 'MLP')","('uni', 'gabmil-1_heads', 'MLP')",464.0,0.04482875244406755
431,"('uni', 'abmil-1_heads', 'MLP')","('uni', 'gabmil-8_heads', 'MLP')",430.0,0.39772395828094886
432,"('uni', 'abmil-8_heads', 'MLP')","('uni', 'gabmil-1_heads', 'MLP')",274.0,0.9472526706020696
433,"('uni', 'abmil-8_heads', 'MLP')","('uni', 'gabmil-8_heads', 'MLP')",242.0,0.9888184832825573
434,"('uni', 'gabmil-1_heads', 'MLP')","('uni', 'gabmil-8_heads', 'MLP')",375.0,0.6816174287350805
