id,rank_of_pos_uni,rank_of_neg_uni,rank_of_pos_gigapath,rank_of_neg_gigapath,rank_of_pos_diff,rank_of_neg_diff
660077-2,0.9957865168539326,-1.0,0.9655898876404494,-1.0,0.030196629213483206,0.0
660156-1,0.9866573033707865,-1.0,0.9564606741573034,-1.0,0.030196629213483095,0.0
660117-1,0.9824438202247191,-1.0,0.952247191011236,-1.0,0.030196629213483095,0.0
660073-1,0.9683988764044944,-1.0,0.9985955056179775,-1.0,0.030196629213483095,0.0
660029,0.9445224719101124,-1.0,0.9747191011235955,-1.0,0.030196629213483095,0.0
660215-2,0.9683988764044944,-1.0,0.9978932584269663,-1.0,0.0294943820224719,0.0
660073-6,0.9683988764044944,-1.0,0.9978932584269663,-1.0,0.0294943820224719,0.0
660036-2,0.9648876404494382,-1.0,0.9943820224719101,-1.0,0.0294943820224719,0.0
660069-3,0.961376404494382,-1.0,0.9908707865168539,-1.0,0.0294943820224719,0.0
660135-5,0.9283707865168539,-1.0,0.9578651685393258,-1.0,0.0294943820224719,0.0
660196-5,0.8644662921348315,-1.0,0.8939606741573034,-1.0,0.0294943820224719,0.0
660150-1,0.9655898876404494,-1.0,0.9943820224719101,-1.0,0.028792134831460703,0.0
660087-1,0.9452247191011236,-1.0,0.9740168539325843,-1.0,0.028792134831460703,0.0
660157-2,0.925561797752809,-1.0,0.9543539325842697,-1.0,0.028792134831460703,0.0
660458-2,0.6699438202247191,-1.0,0.6987359550561798,-1.0,0.028792134831460703,0.0
660035,0.9908707865168539,-1.0,0.9620786516853933,-1.0,0.028792134831460592,0.0
660051,0.9564606741573034,-1.0,0.985252808988764,-1.0,0.028792134831460592,0.0
660562-02,0.9936797752808989,-1.0,0.9655898876404494,-1.0,0.028089887640449507,0.0
660518-2,0.964185393258427,-1.0,0.9922752808988764,-1.0,0.028089887640449396,0.0
660481-1,0.9185393258426966,-1.0,0.9459269662921348,-1.0,0.0273876404494382,0.0
660235-2,0.9178370786516854,-1.0,0.8904494382022472,-1.0,0.0273876404494382,0.0
660165-1,0.8714887640449438,-1.0,0.898876404494382,-1.0,0.0273876404494382,0.0
660145-2,0.9726123595505618,-1.0,0.9992977528089888,-1.0,0.026685393258427004,0.0
660328-2,0.9389044943820225,-1.0,0.9122191011235955,-1.0,0.026685393258427004,0.0
660124-6,0.9178370786516854,-1.0,0.9445224719101124,-1.0,0.026685393258427004,0.0
660133-4,0.9915730337078652,-1.0,0.9655898876404494,-1.0,0.025983146067415808,0.0
660086-3,0.9915730337078652,-1.0,0.9655898876404494,-1.0,0.025983146067415808,0.0
660485-2,0.9915730337078652,-1.0,0.9655898876404494,-1.0,0.025983146067415808,0.0
660550-05,0.9726123595505618,-1.0,0.9466292134831461,-1.0,0.025983146067415697,0.0
660173-5,0.9452247191011236,-1.0,0.9192415730337079,-1.0,0.025983146067415697,0.0
660573-06,0.9318820224719101,-1.0,0.9058988764044944,-1.0,0.025983146067415697,0.0
660087-3,0.8202247191011236,-1.0,0.8462078651685393,-1.0,0.025983146067415697,0.0
660131-1,0.9915730337078652,-1.0,0.9662921348314607,-1.0,0.0252808988764045,0.0
660072-1,0.9726123595505618,-1.0,0.9473314606741573,-1.0,0.0252808988764045,0.0
660082-5,0.9726123595505618,-1.0,0.9978932584269663,-1.0,0.0252808988764045,0.0
660118-1,0.9655898876404494,-1.0,0.9908707865168539,-1.0,0.0252808988764045,0.0
660375-1,0.8806179775280899,-1.0,0.9058988764044944,-1.0,0.0252808988764045,0.0
660550-03,0.9992977528089888,-1.0,0.9747191011235955,-1.0,0.024578651685393305,0.0
660389-1,0.886938202247191,-1.0,0.8623595505617978,-1.0,0.024578651685393194,0.0
660213-2,0.8265449438202247,-1.0,0.8019662921348315,-1.0,0.024578651685393194,0.0
660099-4,0.9985955056179775,-1.0,0.9747191011235955,-1.0,0.023876404494381998,0.0
660077-4,0.9894662921348315,-1.0,0.9662921348314607,-1.0,0.0231741573033708,0.0
660064-3,0.9796348314606742,-1.0,0.9564606741573034,-1.0,0.0231741573033708,0.0
660039-5,0.9957865168539326,-1.0,0.973314606741573,-1.0,0.022471910112359605,0.0
660305-5,0.988061797752809,-1.0,0.9655898876404494,-1.0,0.022471910112359605,0.0
660305-3,0.9508426966292135,-1.0,0.9283707865168539,-1.0,0.022471910112359605,0.0
660460-1,0.8490168539325843,-1.0,0.8265449438202247,-1.0,0.022471910112359605,0.0
660623-04,0.9768258426966292,-1.0,0.9543539325842697,-1.0,0.022471910112359494,0.0
660137-4,0.9726123595505618,-1.0,0.9950842696629213,-1.0,0.022471910112359494,0.0
660104-5,0.9466292134831461,-1.0,0.9691011235955056,-1.0,0.022471910112359494,0.0
660459-2,0.9058988764044944,-1.0,0.9283707865168539,-1.0,0.022471910112359494,0.0
660610-02,0.9950842696629213,-1.0,0.973314606741573,-1.0,0.0217696629213483,0.0
660368-1,0.9606741573033708,-1.0,0.9824438202247191,-1.0,0.0217696629213483,0.0
660135-6,0.9452247191011236,-1.0,0.9669943820224719,-1.0,0.0217696629213483,0.0
660210-2,0.9796348314606742,-1.0,0.9585674157303371,-1.0,0.021067415730337102,0.0
660124-3,0.9768258426966292,-1.0,0.9978932584269663,-1.0,0.021067415730337102,0.0
660036-3,0.9768258426966292,-1.0,0.9978932584269663,-1.0,0.021067415730337102,0.0
660073-3,0.973314606741573,-1.0,0.9943820224719101,-1.0,0.021067415730337102,0.0
660604-02,0.9698033707865169,-1.0,0.949438202247191,-1.0,0.020365168539325906,0.0
660413-1,0.9592696629213483,-1.0,0.9796348314606742,-1.0,0.020365168539325906,0.0
660511-2,0.9592696629213483,-1.0,0.9796348314606742,-1.0,0.020365168539325906,0.0
660237-2,0.9501404494382022,-1.0,0.9705056179775281,-1.0,0.020365168539325906,0.0
660168-6,0.9438202247191011,-1.0,0.964185393258427,-1.0,0.020365168539325906,0.0
660168-3,0.9796348314606742,-1.0,1.0,-1.0,0.020365168539325795,0.0
660146-1,0.9705056179775281,-1.0,0.9908707865168539,-1.0,0.020365168539325795,0.0
660039-3,0.9943820224719101,-1.0,0.9747191011235955,-1.0,0.0196629213483146,0.0
660063-2,0.976123595505618,-1.0,0.9957865168539326,-1.0,0.0196629213483146,0.0
660557-01,0.9445224719101124,-1.0,0.964185393258427,-1.0,0.0196629213483146,0.0
660360-2,0.9185393258426966,-1.0,0.9382022471910112,-1.0,0.0196629213483146,0.0
660102-3,1.0,-1.0,0.9810393258426966,-1.0,0.018960674157303403,0.0
660148-2,0.9845505617977528,-1.0,0.9655898876404494,-1.0,0.018960674157303403,0.0
660064-4,0.9845505617977528,-1.0,0.9655898876404494,-1.0,0.018960674157303403,0.0
660573-02,0.9845505617977528,-1.0,0.9655898876404494,-1.0,0.018960674157303403,0.0
660480-1,0.9466292134831461,-1.0,0.9655898876404494,-1.0,0.018960674157303292,0.0
660087-4,0.9269662921348315,-1.0,0.9459269662921348,-1.0,0.018960674157303292,0.0
660131-2,0.9915730337078652,-1.0,0.973314606741573,-1.0,0.018258426966292207,0.0
660072-3,0.9866573033707865,-1.0,0.9683988764044944,-1.0,0.018258426966292096,0.0
660072-2,0.9796348314606742,-1.0,0.9978932584269663,-1.0,0.018258426966292096,0.0
660414-1,0.9796348314606742,-1.0,0.9978932584269663,-1.0,0.018258426966292096,0.0
660168-1,0.9796348314606742,-1.0,0.9978932584269663,-1.0,0.018258426966292096,0.0
660046,0.9768258426966292,-1.0,0.9950842696629213,-1.0,0.018258426966292096,0.0
660089-5,0.9908707865168539,-1.0,0.973314606741573,-1.0,0.0175561797752809,0.0
660624-01,0.9796348314606742,-1.0,0.9620786516853933,-1.0,0.0175561797752809,0.0
660106-3,0.9796348314606742,-1.0,0.9971910112359551,-1.0,0.0175561797752809,0.0
660063-3,0.9712078651685393,-1.0,0.9887640449438202,-1.0,0.0175561797752809,0.0
660089-1,0.9676966292134831,-1.0,0.985252808988764,-1.0,0.0175561797752809,0.0
660353-2,0.9445224719101124,-1.0,0.9620786516853933,-1.0,0.0175561797752809,0.0
660064-5,0.9971910112359551,-1.0,0.9803370786516854,-1.0,0.016853932584269704,0.0
660092-2,0.961376404494382,-1.0,0.9782303370786517,-1.0,0.016853932584269704,0.0
660572-02,0.8792134831460674,-1.0,0.8960674157303371,-1.0,0.016853932584269704,0.0
660056-3,0.9655898876404494,-1.0,0.9487359550561798,-1.0,0.016853932584269593,0.0
660343-1,0.9845505617977528,-1.0,0.9683988764044944,-1.0,0.016151685393258397,0.0
660047-1,0.9824438202247191,-1.0,0.9985955056179775,-1.0,0.016151685393258397,0.0
660069-2,0.9796348314606742,-1.0,0.9957865168539326,-1.0,0.016151685393258397,0.0
660077-3,0.9796348314606742,-1.0,0.9957865168539326,-1.0,0.016151685393258397,0.0
660481-3,0.9466292134831461,-1.0,0.9627808988764045,-1.0,0.016151685393258397,0.0
660104-2,1.0,-1.0,0.9845505617977528,-1.0,0.015449438202247201,0.0
660039-6,0.9957865168539326,-1.0,0.9803370786516854,-1.0,0.015449438202247201,0.0
660119-1,0.9915730337078652,-1.0,0.976123595505618,-1.0,0.015449438202247201,0.0
660518-1,0.9845505617977528,-1.0,1.0,-1.0,0.015449438202247201,0.0
660168-2,0.9824438202247191,-1.0,0.9978932584269663,-1.0,0.015449438202247201,0.0
660420-1,0.9796348314606742,-1.0,0.964185393258427,-1.0,0.015449438202247201,0.0
660330-1,0.973314606741573,-1.0,0.9887640449438202,-1.0,0.015449438202247201,0.0
660182-2,0.9501404494382022,-1.0,0.9655898876404494,-1.0,0.015449438202247201,0.0
660371-2,0.8785112359550562,-1.0,0.8939606741573034,-1.0,0.015449438202247201,0.0
660358-1,0.9894662921348315,-1.0,0.9747191011235955,-1.0,0.014747191011236005,0.0
660226-1,0.9831460674157303,-1.0,0.9978932584269663,-1.0,0.014747191011236005,0.0
660063-1,0.9810393258426966,-1.0,0.9957865168539326,-1.0,0.014747191011236005,0.0
660556-01,0.9691011235955056,-1.0,0.9838483146067416,-1.0,0.014747191011236005,0.0
660357-2,0.9676966292134831,-1.0,0.9824438202247191,-1.0,0.014747191011236005,0.0
660092-1,0.9410112359550562,-1.0,0.9262640449438202,-1.0,0.014747191011236005,0.0
660365-6,0.9796348314606742,-1.0,0.9943820224719101,-1.0,0.014747191011235894,0.0
660413-2,0.9796348314606742,-1.0,0.9943820224719101,-1.0,0.014747191011235894,0.0
660435-6,0.9831460674157303,-1.0,0.9971910112359551,-1.0,0.014044943820224809,0.0
660056-2,0.9796348314606742,-1.0,0.9655898876404494,-1.0,0.014044943820224809,0.0
660039-1,0.9964887640449438,-1.0,0.9824438202247191,-1.0,0.014044943820224698,0.0
660067-3,0.9845505617977528,-1.0,0.9985955056179775,-1.0,0.014044943820224698,0.0
660079-3,0.9845505617977528,-1.0,0.9985955056179775,-1.0,0.014044943820224698,0.0
660089-2,0.9726123595505618,-1.0,0.9866573033707865,-1.0,0.014044943820224698,0.0
660140-1,0.9726123595505618,-1.0,0.9585674157303371,-1.0,0.014044943820224698,0.0
660180-1,0.9719101123595506,-1.0,0.9859550561797753,-1.0,0.014044943820224698,0.0
660170-6,0.9873595505617978,-1.0,0.9740168539325843,-1.0,0.013342696629213502,0.0
660089-3,0.9866573033707865,-1.0,1.0,-1.0,0.013342696629213502,0.0
660034-6,0.9845505617977528,-1.0,0.9978932584269663,-1.0,0.013342696629213502,0.0
660622-01,0.9796348314606742,-1.0,0.9662921348314607,-1.0,0.013342696629213502,0.0
660582-01,0.9051966292134831,-1.0,0.9185393258426966,-1.0,0.013342696629213502,0.0
660496-2,0.8581460674157303,-1.0,0.8448033707865169,-1.0,0.01334269662921339,0.0
660332-1,0.9845505617977528,-1.0,0.9971910112359551,-1.0,0.012640449438202306,0.0
660038-2,0.9501404494382022,-1.0,0.9627808988764045,-1.0,0.012640449438202306,0.0
660570-01,0.8911516853932584,-1.0,0.9037921348314607,-1.0,0.012640449438202306,0.0
660255-2,0.9845505617977528,-1.0,0.9719101123595506,-1.0,0.012640449438202195,0.0
660118-2,0.9817415730337079,-1.0,0.9943820224719101,-1.0,0.012640449438202195,0.0
660363-2,0.9796348314606742,-1.0,0.9922752808988764,-1.0,0.012640449438202195,0.0
660482-3,0.9768258426966292,-1.0,0.964185393258427,-1.0,0.012640449438202195,0.0
660553-02,0.976123595505618,-1.0,0.9887640449438202,-1.0,0.012640449438202195,0.0
660556-02,0.9740168539325843,-1.0,0.9866573033707865,-1.0,0.012640449438202195,0.0
660090-1,0.9859550561797753,-1.0,0.9978932584269663,-1.0,0.011938202247190999,0.0
660221-2,0.9838483146067416,-1.0,0.9957865168539326,-1.0,0.011938202247190999,0.0
660513-1,0.9726123595505618,-1.0,0.9606741573033708,-1.0,0.011938202247190999,0.0
660582-02,0.9382022471910112,-1.0,0.9501404494382022,-1.0,0.011938202247190999,0.0
660237-1,0.8911516853932584,-1.0,0.9030898876404494,-1.0,0.011938202247190999,0.0
660106-1,0.9936797752808989,-1.0,0.9824438202247191,-1.0,0.011235955056179803,0.0
660610-01,0.9936797752808989,-1.0,0.9824438202247191,-1.0,0.011235955056179803,0.0
660610-06,0.9915730337078652,-1.0,0.9803370786516854,-1.0,0.011235955056179803,0.0
660132-1,0.988061797752809,-1.0,0.9992977528089888,-1.0,0.011235955056179803,0.0
660242-2,0.9866573033707865,-1.0,0.9978932584269663,-1.0,0.011235955056179803,0.0
660036-4,0.9866573033707865,-1.0,0.9978932584269663,-1.0,0.011235955056179803,0.0
660057-4,0.9845505617977528,-1.0,0.9957865168539326,-1.0,0.011235955056179803,0.0
660353-1,0.9655898876404494,-1.0,0.9768258426966292,-1.0,0.011235955056179803,0.0
660435-5,0.9796348314606742,-1.0,0.9908707865168539,-1.0,0.011235955056179692,0.0
660157-1,0.9676966292134831,-1.0,0.9564606741573034,-1.0,0.011235955056179692,0.0
660082-3,0.9115168539325843,-1.0,0.922752808988764,-1.0,0.011235955056179692,0.0
660036-6,0.9866573033707865,-1.0,0.9971910112359551,-1.0,0.010533707865168607,0.0
660623-01,0.9501404494382022,-1.0,0.9606741573033708,-1.0,0.010533707865168607,0.0
660388-2,0.9115168539325843,-1.0,0.9009831460674157,-1.0,0.010533707865168607,0.0
660501-4,0.4023876404494382,-1.0,0.39185393258426965,-1.0,0.010533707865168551,0.0
660089-6,0.9964887640449438,-1.0,0.9859550561797753,-1.0,0.010533707865168496,0.0
660033,0.988061797752809,-1.0,0.9985955056179775,-1.0,0.010533707865168496,0.0
660579-01,0.9782303370786517,-1.0,0.9887640449438202,-1.0,0.010533707865168496,0.0
660049,0.9747191011235955,-1.0,0.985252808988764,-1.0,0.010533707865168496,0.0
660086-6,0.9712078651685393,-1.0,0.9606741573033708,-1.0,0.010533707865168496,0.0
660235-1,0.9297752808988764,-1.0,0.9192415730337079,-1.0,0.010533707865168496,0.0
660064-6,0.9936797752808989,-1.0,0.9838483146067416,-1.0,0.0098314606741573,0.0
660359-2,0.9894662921348315,-1.0,0.9796348314606742,-1.0,0.0098314606741573,0.0
660575-02,0.9894662921348315,-1.0,0.9992977528089888,-1.0,0.0098314606741573,0.0
660221-1,0.988061797752809,-1.0,0.9978932584269663,-1.0,0.0098314606741573,0.0
660124-5,0.9824438202247191,-1.0,0.9922752808988764,-1.0,0.0098314606741573,0.0
660481-5,0.976123595505618,-1.0,0.9662921348314607,-1.0,0.0098314606741573,0.0
660361-2,0.9080056179775281,-1.0,0.8981741573033708,-1.0,0.0098314606741573,0.0
660117-2,0.988061797752809,-1.0,0.9971910112359551,-1.0,0.009129213483146104,0.0
660102-5,0.9950842696629213,-1.0,0.9859550561797753,-1.0,0.009129213483145993,0.0
660138-1,0.9894662921348315,-1.0,0.9985955056179775,-1.0,0.009129213483145993,0.0
660140-2,0.9796348314606742,-1.0,0.9887640449438202,-1.0,0.009129213483145993,0.0
660119-2,0.9936797752808989,-1.0,0.985252808988764,-1.0,0.008426966292134908,0.0
660084-2,0.9936797752808989,-1.0,0.985252808988764,-1.0,0.008426966292134908,0.0
660053,0.9578651685393258,-1.0,0.9662921348314607,-1.0,0.008426966292134908,0.0
660550-02,0.9466292134831461,-1.0,0.9382022471910112,-1.0,0.008426966292134908,0.0
660079-2,0.9445224719101124,-1.0,0.9360955056179775,-1.0,0.008426966292134908,0.0
660414-2,0.9915730337078652,-1.0,1.0,-1.0,0.008426966292134797,0.0
660090-6,0.9915730337078652,-1.0,1.0,-1.0,0.008426966292134797,0.0
660143-1,0.9894662921348315,-1.0,0.9978932584269663,-1.0,0.008426966292134797,0.0
660147-2,0.9894662921348315,-1.0,0.9978932584269663,-1.0,0.008426966292134797,0.0
660249-2,0.9866573033707865,-1.0,0.9782303370786517,-1.0,0.008426966292134797,0.0
660106-5,0.9726123595505618,-1.0,0.964185393258427,-1.0,0.008426966292134797,0.0
660360-1,0.9683988764044944,-1.0,0.9768258426966292,-1.0,0.008426966292134797,0.0
660082-4,0.9044943820224719,-1.0,0.8960674157303371,-1.0,0.008426966292134797,0.0
660625-03,0.6074438202247191,-1.0,0.5990168539325843,-1.0,0.008426966292134797,0.0
660143-2,0.9915730337078652,-1.0,0.9992977528089888,-1.0,0.0077247191011236005,0.0
660610-05,0.9915730337078652,-1.0,0.9838483146067416,-1.0,0.0077247191011236005,0.0
660170-5,0.9894662921348315,-1.0,0.9971910112359551,-1.0,0.0077247191011236005,0.0
660056-6,0.9845505617977528,-1.0,0.9922752808988764,-1.0,0.0077247191011236005,0.0
660477-2,0.9726123595505618,-1.0,0.9648876404494382,-1.0,0.0077247191011236005,0.0
660038-5,0.9726123595505618,-1.0,0.9803370786516854,-1.0,0.0077247191011236005,0.0
660034-3,0.9192415730337079,-1.0,0.9115168539325843,-1.0,0.0077247191011236005,0.0
660177-2,0.9178370786516854,-1.0,0.9101123595505618,-1.0,0.0077247191011236005,0.0
660137-5,0.9957865168539326,-1.0,0.9887640449438202,-1.0,0.0070224719101124045,0.0
660062-2,0.9929775280898876,-1.0,1.0,-1.0,0.0070224719101124045,0.0
660055-5,0.9908707865168539,-1.0,0.9978932584269663,-1.0,0.0070224719101124045,0.0
660571-02,0.9901685393258427,-1.0,0.9971910112359551,-1.0,0.0070224719101124045,0.0
660069-1,0.9866573033707865,-1.0,0.9936797752808989,-1.0,0.0070224719101124045,0.0
660559-02,0.9845505617977528,-1.0,0.9915730337078652,-1.0,0.0070224719101124045,0.0
660548-6,0.9789325842696629,-1.0,0.9859550561797753,-1.0,0.0070224719101124045,0.0
660113-5,0.9726123595505618,-1.0,0.9655898876404494,-1.0,0.0070224719101124045,0.0
660478-1,0.9726123595505618,-1.0,0.9655898876404494,-1.0,0.0070224719101124045,0.0
660316-1,0.9726123595505618,-1.0,0.9796348314606742,-1.0,0.0070224719101124045,0.0
660314-1,0.9051966292134831,-1.0,0.9122191011235955,-1.0,0.0070224719101124045,0.0
660084-1,0.9985955056179775,-1.0,0.9915730337078652,-1.0,0.0070224719101122934,0.0
660048-3,0.9985955056179775,-1.0,0.9915730337078652,-1.0,0.0070224719101122934,0.0
660357-1,0.9915730337078652,-1.0,0.9985955056179775,-1.0,0.0070224719101122934,0.0
660090-4,0.9915730337078652,-1.0,0.9985955056179775,-1.0,0.0070224719101122934,0.0
660036-1,0.9915730337078652,-1.0,0.9985955056179775,-1.0,0.0070224719101122934,0.0
660385-2,0.9915730337078652,-1.0,0.9985955056179775,-1.0,0.0070224719101122934,0.0
660145-1,0.9915730337078652,-1.0,0.9985955056179775,-1.0,0.0070224719101122934,0.0
660057-3,0.988061797752809,-1.0,0.9950842696629213,-1.0,0.0070224719101122934,0.0
660373-1,0.973314606741573,-1.0,0.9662921348314607,-1.0,0.0070224719101122934,0.0
660124-2,0.9676966292134831,-1.0,0.9606741573033708,-1.0,0.0070224719101122934,0.0
660420-5,0.9915730337078652,-1.0,0.985252808988764,-1.0,0.006320224719101208,0.0
660056-5,0.9796348314606742,-1.0,0.973314606741573,-1.0,0.006320224719101208,0.0
660575-04,0.9950842696629213,-1.0,0.9887640449438202,-1.0,0.006320224719101097,0.0
660114-2,0.9936797752808989,-1.0,1.0,-1.0,0.006320224719101097,0.0
660055-3,0.9936797752808989,-1.0,1.0,-1.0,0.006320224719101097,0.0
660096-1,0.9929775280898876,-1.0,0.9866573033707865,-1.0,0.006320224719101097,0.0
660575-03,0.9915730337078652,-1.0,0.9978932584269663,-1.0,0.006320224719101097,0.0
660077-1,0.9915730337078652,-1.0,0.9978932584269663,-1.0,0.006320224719101097,0.0
660151-1,0.9915730337078652,-1.0,0.9978932584269663,-1.0,0.006320224719101097,0.0
660084-5,0.9438202247191011,-1.0,0.9501404494382022,-1.0,0.006320224719101097,0.0
660099-3,0.9964887640449438,-1.0,0.9908707865168539,-1.0,0.005617977528089901,0.0
660055-4,0.9943820224719101,-1.0,1.0,-1.0,0.005617977528089901,0.0
660504-2,0.9943820224719101,-1.0,1.0,-1.0,0.005617977528089901,0.0
660133-5,0.9936797752808989,-1.0,0.9992977528089888,-1.0,0.005617977528089901,0.0
660055-6,0.9929775280898876,-1.0,0.9985955056179775,-1.0,0.005617977528089901,0.0
660132-4,0.9922752808988764,-1.0,0.9978932584269663,-1.0,0.005617977528089901,0.0
660060-4,0.9915730337078652,-1.0,0.9971910112359551,-1.0,0.005617977528089901,0.0
660063-5,0.9915730337078652,-1.0,0.9971910112359551,-1.0,0.005617977528089901,0.0
660099-6,0.9915730337078652,-1.0,0.9859550561797753,-1.0,0.005617977528089901,0.0
660037,0.9908707865168539,-1.0,0.9964887640449438,-1.0,0.005617977528089901,0.0
660057-6,0.9859550561797753,-1.0,0.9915730337078652,-1.0,0.005617977528089901,0.0
660481-2,0.9726123595505618,-1.0,0.9669943820224719,-1.0,0.005617977528089901,0.0
660055-1,0.9676966292134831,-1.0,0.973314606741573,-1.0,0.005617977528089901,0.0
660633-01,0.9894662921348315,-1.0,0.9950842696629213,-1.0,0.00561797752808979,0.0
660578-02,0.9894662921348315,-1.0,0.9950842696629213,-1.0,0.00561797752808979,0.0
660089-4,0.9719101123595506,-1.0,0.9775280898876404,-1.0,0.00561797752808979,0.0
660092-3,0.9599719101123596,-1.0,0.9655898876404494,-1.0,0.00561797752808979,0.0
660552-01,1.0,-1.0,0.9950842696629213,-1.0,0.004915730337078705,0.0
660039-2,0.9957865168539326,-1.0,0.9908707865168539,-1.0,0.004915730337078705,0.0
660090-3,0.9950842696629213,-1.0,1.0,-1.0,0.004915730337078705,0.0
660047-3,0.9943820224719101,-1.0,0.9992977528089888,-1.0,0.004915730337078705,0.0
660575-05,0.9922752808988764,-1.0,0.9971910112359551,-1.0,0.004915730337078705,0.0
660132-2,0.9922752808988764,-1.0,0.9971910112359551,-1.0,0.004915730337078705,0.0
660142-1,0.9915730337078652,-1.0,0.9866573033707865,-1.0,0.004915730337078705,0.0
660482-5,0.9810393258426966,-1.0,0.9859550561797753,-1.0,0.004915730337078705,0.0
660385-1,0.9936797752808989,-1.0,0.9985955056179775,-1.0,0.004915730337078594,0.0
660313-1,0.9817415730337079,-1.0,0.9866573033707865,-1.0,0.004915730337078594,0.0
660101-5,0.9992977528089888,-1.0,0.9950842696629213,-1.0,0.004213483146067509,0.0
660102-4,1.0,-1.0,0.9957865168539326,-1.0,0.004213483146067398,0.0
660133-1-001,1.0,-1.0,0.9957865168539326,-1.0,0.004213483146067398,0.0
660063-6,0.9957865168539326,-1.0,1.0,-1.0,0.004213483146067398,0.0
660127-2,0.9957865168539326,-1.0,1.0,-1.0,0.004213483146067398,0.0
660518-3,0.9957865168539326,-1.0,1.0,-1.0,0.004213483146067398,0.0
660062-1,0.9957865168539326,-1.0,1.0,-1.0,0.004213483146067398,0.0
660170-4,0.9936797752808989,-1.0,0.9978932584269663,-1.0,0.004213483146067398,0.0
660063-4,0.9887640449438202,-1.0,0.9845505617977528,-1.0,0.004213483146067398,0.0
660137-1,0.988061797752809,-1.0,0.9838483146067416,-1.0,0.004213483146067398,0.0
660573-05,0.9866573033707865,-1.0,0.9824438202247191,-1.0,0.004213483146067398,0.0
660550-06,0.9705056179775281,-1.0,0.9747191011235955,-1.0,0.004213483146067398,0.0
660331-1,0.9964887640449438,-1.0,1.0,-1.0,0.0035112359550562022,0.0
660114-1,0.9964887640449438,-1.0,1.0,-1.0,0.0035112359550562022,0.0
660048-6,0.9964887640449438,-1.0,1.0,-1.0,0.0035112359550562022,0.0
660558-02,0.9964887640449438,-1.0,0.9929775280898876,-1.0,0.0035112359550562022,0.0
660147-1,0.9943820224719101,-1.0,0.9978932584269663,-1.0,0.0035112359550562022,0.0
660090-2,0.9943820224719101,-1.0,0.9978932584269663,-1.0,0.0035112359550562022,0.0
660048-5,0.9943820224719101,-1.0,0.9978932584269663,-1.0,0.0035112359550562022,0.0
660170-3,0.9943820224719101,-1.0,0.9978932584269663,-1.0,0.0035112359550562022,0.0
660610-04,0.9943820224719101,-1.0,0.9978932584269663,-1.0,0.0035112359550562022,0.0
660067-5,0.9936797752808989,-1.0,0.9971910112359551,-1.0,0.0035112359550562022,0.0
660420-6,0.9936797752808989,-1.0,0.9971910112359551,-1.0,0.0035112359550562022,0.0
660067-6,0.9936797752808989,-1.0,0.9971910112359551,-1.0,0.0035112359550562022,0.0
660633-02,0.9894662921348315,-1.0,0.9859550561797753,-1.0,0.0035112359550562022,0.0
660565-01,0.988061797752809,-1.0,0.9915730337078652,-1.0,0.0035112359550562022,0.0
660565-02,0.9845505617977528,-1.0,0.988061797752809,-1.0,0.0035112359550562022,0.0
660151-2,0.9782303370786517,-1.0,0.9747191011235955,-1.0,0.0035112359550562022,0.0
660242-1,0.976123595505618,-1.0,0.9796348314606742,-1.0,0.0035112359550562022,0.0
660505-2,0.9712078651685393,-1.0,0.9747191011235955,-1.0,0.0035112359550562022,0.0
660625-02,0.8925561797752809,-1.0,0.8960674157303371,-1.0,0.0035112359550562022,0.0
660101-6,0.9950842696629213,-1.0,0.9915730337078652,-1.0,0.003511235955056091,0.0
660082-1,0.9915730337078652,-1.0,0.9950842696629213,-1.0,0.003511235955056091,0.0
660481-4,0.9676966292134831,-1.0,0.964185393258427,-1.0,0.003511235955056091,0.0
660074-1,0.9964887640449438,-1.0,0.9992977528089888,-1.0,0.002808988764045006,0.0
660129-1,0.9964887640449438,-1.0,0.9992977528089888,-1.0,0.002808988764045006,0.0
660060-1,0.9964887640449438,-1.0,0.9992977528089888,-1.0,0.002808988764045006,0.0
660153-1,0.9964887640449438,-1.0,0.9992977528089888,-1.0,0.002808988764045006,0.0
660096-2,0.9964887640449438,-1.0,0.9992977528089888,-1.0,0.002808988764045006,0.0
660331-2,0.9950842696629213,-1.0,0.9978932584269663,-1.0,0.002808988764045006,0.0
660102-6,0.9936797752808989,-1.0,0.9908707865168539,-1.0,0.002808988764045006,0.0
660104-6,0.9915730337078652,-1.0,0.9887640449438202,-1.0,0.002808988764045006,0.0
660630-02,0.9894662921348315,-1.0,0.9866573033707865,-1.0,0.002808988764045006,0.0
660479-2,0.9894662921348315,-1.0,0.9866573033707865,-1.0,0.002808988764045006,0.0
660479-1,0.9810393258426966,-1.0,0.9838483146067416,-1.0,0.002808988764045006,0.0
660077-6,0.9796348314606742,-1.0,0.9768258426966292,-1.0,0.002808988764045006,0.0
660087-5,0.9768258426966292,-1.0,0.9796348314606742,-1.0,0.002808988764045006,0.0
660632-02,0.901685393258427,-1.0,0.898876404494382,-1.0,0.002808988764045006,0.0
660105-1,1.0,-1.0,0.9971910112359551,-1.0,0.002808988764044895,0.0
660105-2,1.0,-1.0,0.9971910112359551,-1.0,0.002808988764044895,0.0
660095-1,1.0,-1.0,0.9971910112359551,-1.0,0.002808988764044895,0.0
660101-1,1.0,-1.0,0.9971910112359551,-1.0,0.002808988764044895,0.0
