id,rank_of_pos_uni,rank_of_neg_uni,rank_of_pos_gigapath,rank_of_neg_gigapath,rank_of_pos_diff,rank_of_neg_diff
660458-1,0.6650280898876404,-1.0,0.5667134831460674,-1.0,0.098314606741573,0.0
660573-03,0.9845505617977528,-1.0,0.886938202247191,-1.0,0.0976123595505618,0.0
660455-2,0.8117977528089888,-1.0,0.714185393258427,-1.0,0.0976123595505618,0.0
660208-2,0.8820224719101124,-1.0,0.7851123595505618,-1.0,0.0969101123595506,0.0
660365-5,0.7900280898876404,-1.0,0.886938202247191,-1.0,0.0969101123595506,0.0
660604-03,0.9501404494382022,-1.0,0.8539325842696629,-1.0,0.0962078651685393,0.0
660621-01,0.9915730337078652,-1.0,0.8960674157303371,-1.0,0.0955056179775281,0.0
660569-02,0.9915730337078652,-1.0,0.8960674157303371,-1.0,0.0955056179775281,0.0
660056-1,0.9768258426966292,-1.0,0.8813202247191011,-1.0,0.0955056179775281,0.0
660456-2,0.8476123595505618,-1.0,0.7521067415730337,-1.0,0.0955056179775281,0.0
660208-1,0.9662921348314607,-1.0,0.8714887640449438,-1.0,0.0948033707865169,0.0
660569-01,0.976123595505618,-1.0,0.8827247191011236,-1.0,0.0933988764044944,0.0
660501-3,0.5568820224719101,-1.0,0.46348314606741575,-1.0,0.09339887640449435,0.0
660576-01,0.8932584269662921,-1.0,0.9838483146067416,-1.0,0.0905898876404495,0.0
660055-2,0.8476123595505618,-1.0,0.9382022471910112,-1.0,0.0905898876404494,0.0
660173-1,0.9796348314606742,-1.0,0.889747191011236,-1.0,0.0898876404494382,0.0
660604-04,0.8560393258426966,-1.0,0.7661516853932584,-1.0,0.0898876404494382,0.0
660168-4,0.9115168539325843,-1.0,0.9992977528089888,-1.0,0.0877808988764045,0.0
660617-01,0.9501404494382022,-1.0,0.863061797752809,-1.0,0.0870786516853932,0.0
660187-2,0.7324438202247191,-1.0,0.8181179775280899,-1.0,0.0856741573033708,0.0
660627-01,0.9676966292134831,-1.0,0.8820224719101124,-1.0,0.08567415730337069,0.0
660210-1,0.9712078651685393,-1.0,0.886938202247191,-1.0,0.0842696629213483,0.0
660628-01,0.5807584269662921,-1.0,0.6643258426966292,-1.0,0.0835674157303371,0.0
660162-1,0.901685393258427,-1.0,0.985252808988764,-1.0,0.08356741573033699,0.0
660550-04,0.9943820224719101,-1.0,0.9115168539325843,-1.0,0.0828651685393258,0.0
660086-1,0.9845505617977528,-1.0,0.9030898876404494,-1.0,0.0814606741573034,0.0
660536-1,0.375,-1.0,0.45575842696629215,-1.0,0.08075842696629215,0.0
660045-3,0.988061797752809,-1.0,0.9073033707865169,-1.0,0.0807584269662921,0.0
660196-2,0.9676966292134831,-1.0,0.8876404494382022,-1.0,0.0800561797752809,0.0
660460-2,0.7605337078651685,-1.0,0.6804775280898876,-1.0,0.0800561797752809,0.0
660630-01,0.9915730337078652,-1.0,0.913623595505618,-1.0,0.0779494382022472,0.0
660475-1,0.8876404494382022,-1.0,0.964185393258427,-1.0,0.07654494382022481,0.0
660488-1,0.9866573033707865,-1.0,0.9115168539325843,-1.0,0.0751404494382022,0.0
660476-1,0.8525280898876404,-1.0,0.9269662921348315,-1.0,0.07443820224719111,0.0
660083-1,0.9585674157303371,-1.0,0.8841292134831461,-1.0,0.074438202247191,0.0
660623-06,0.9417134831460674,-1.0,0.8672752808988764,-1.0,0.074438202247191,0.0
660031,0.9241573033707865,-1.0,0.9978932584269663,-1.0,0.0737359550561798,0.0
660038-3,0.9185393258426966,-1.0,0.9915730337078652,-1.0,0.0730337078651686,0.0
660150-2,0.9115168539325843,-1.0,0.9845505617977528,-1.0,0.0730337078651685,0.0
660453-2,0.797752808988764,-1.0,0.7247191011235955,-1.0,0.0730337078651685,0.0
660627-03,0.9515449438202247,-1.0,0.8792134831460674,-1.0,0.0723314606741573,0.0
660536-2,0.37429775280898875,-1.0,0.44662921348314605,-1.0,0.0723314606741573,0.0
660482-6,0.9726123595505618,-1.0,0.9009831460674157,-1.0,0.0716292134831461,0.0
660405-2,0.9115168539325843,-1.0,0.8398876404494382,-1.0,0.0716292134831461,0.0
660470-2,0.8314606741573034,-1.0,0.7598314606741573,-1.0,0.0716292134831461,0.0
660571-01,0.9269662921348315,-1.0,0.9978932584269663,-1.0,0.0709269662921348,0.0
660318-2,0.9115168539325843,-1.0,0.9824438202247191,-1.0,0.0709269662921348,0.0
660356-2,0.9157303370786517,-1.0,0.9859550561797753,-1.0,0.0702247191011236,0.0
660187-1,0.6594101123595506,-1.0,0.7296348314606742,-1.0,0.0702247191011236,0.0
660079-1,0.9768258426966292,-1.0,0.9073033707865169,-1.0,0.0695224719101123,0.0
660075-1,0.8960674157303371,-1.0,0.9655898876404494,-1.0,0.0695224719101123,0.0
660064-1,0.9129213483146067,-1.0,0.8441011235955056,-1.0,0.0688202247191011,0.0
660305-6,0.9073033707865169,-1.0,0.976123595505618,-1.0,0.0688202247191011,0.0
660625-01,0.9037921348314607,-1.0,0.8349719101123596,-1.0,0.0688202247191011,0.0
660476-2,0.6699438202247191,-1.0,0.7387640449438202,-1.0,0.0688202247191011,0.0
660343-2,0.9796348314606742,-1.0,0.9115168539325843,-1.0,0.0681179775280899,0.0
660038-1,0.8981741573033708,-1.0,0.9655898876404494,-1.0,0.0674157303370786,0.0
660135-2,0.8321629213483146,-1.0,0.898876404494382,-1.0,0.0667134831460674,0.0
660196-6,0.7514044943820225,-1.0,0.8181179775280899,-1.0,0.0667134831460674,0.0
660365-2,0.9936797752808989,-1.0,0.9276685393258427,-1.0,0.0660112359550562,0.0
660256-1,0.8686797752808989,-1.0,0.8033707865168539,-1.0,0.065308988764045,0.0
660215-1,0.9115168539325843,-1.0,0.9768258426966292,-1.0,0.0653089887640449,0.0
660513-2,0.9655898876404494,-1.0,0.9009831460674157,-1.0,0.0646067415730337,0.0
660124-4,0.9332865168539326,-1.0,0.9978932584269663,-1.0,0.0646067415730337,0.0
660389-2,0.7457865168539326,-1.0,0.6818820224719101,-1.0,0.0639044943820225,0.0
660162-2,0.9269662921348315,-1.0,0.9908707865168539,-1.0,0.06390449438202239,0.0
660548-2,0.9726123595505618,-1.0,0.9094101123595506,-1.0,0.0632022471910112,0.0
660036-5,0.9248595505617978,-1.0,0.988061797752809,-1.0,0.0632022471910112,0.0
660580-02,0.9080056179775281,-1.0,0.8448033707865169,-1.0,0.0632022471910112,0.0
660106-4,0.9213483146067416,-1.0,0.9838483146067416,-1.0,0.0625,0.0
660067-1,0.9178370786516854,-1.0,0.9796348314606742,-1.0,0.061797752808988804,0.0
660318-1,0.9002808988764045,-1.0,0.9620786516853933,-1.0,0.061797752808988804,0.0
660113-4,0.9810393258426966,-1.0,0.9199438202247191,-1.0,0.0610955056179775,0.0
660043,0.9213483146067416,-1.0,0.9824438202247191,-1.0,0.0610955056179775,0.0
660614-01,0.8855337078651685,-1.0,0.9459269662921348,-1.0,0.0603932584269663,0.0
660573-01,0.9796348314606742,-1.0,0.9199438202247191,-1.0,0.059691011235955105,0.0
660316-2,0.9269662921348315,-1.0,0.9866573033707865,-1.0,0.059691011235954994,0.0
660038-4,0.9248595505617978,-1.0,0.9845505617977528,-1.0,0.059691011235954994,0.0
660373-2,0.9185393258426966,-1.0,0.9768258426966292,-1.0,0.0582865168539326,0.0
660325-2,0.9115168539325843,-1.0,0.9698033707865169,-1.0,0.0582865168539326,0.0
660604-01,0.8448033707865169,-1.0,0.9030898876404494,-1.0,0.05828651685393249,0.0
660106-2,0.9936797752808989,-1.0,0.9367977528089888,-1.0,0.0568820224719101,0.0
660079-6,0.9726123595505618,-1.0,0.9164325842696629,-1.0,0.0561797752808989,0.0
660313-2,0.9838483146067416,-1.0,0.9283707865168539,-1.0,0.05547752808988771,0.0
660092-4,0.9311797752808989,-1.0,0.8757022471910112,-1.0,0.05547752808988771,0.0
660086-5,0.8792134831460674,-1.0,0.9346910112359551,-1.0,0.05547752808988771,0.0
660548-5,0.9824438202247191,-1.0,0.9276685393258427,-1.0,0.0547752808988764,0.0
660482-4,0.9234550561797753,-1.0,0.8686797752808989,-1.0,0.0547752808988764,0.0
660034-2,0.9157303370786517,-1.0,0.9698033707865169,-1.0,0.0540730337078652,0.0
660576-02,0.9030898876404494,-1.0,0.9571629213483146,-1.0,0.0540730337078652,0.0
660347-2,0.851123595505618,-1.0,0.7970505617977528,-1.0,0.0540730337078652,0.0
660548-3,0.9276685393258427,-1.0,0.8742977528089888,-1.0,0.053370786516853896,0.0
660470-4,0.8728932584269663,-1.0,0.8195224719101124,-1.0,0.053370786516853896,0.0
660625-05,0.9466292134831461,-1.0,0.8939606741573034,-1.0,0.0526685393258427,0.0
660575-01,0.9452247191011236,-1.0,0.9978932584269663,-1.0,0.0526685393258427,0.0
660486-6,0.9452247191011236,-1.0,0.8925561797752809,-1.0,0.0526685393258427,0.0
660475-2,0.9445224719101124,-1.0,0.9971910112359551,-1.0,0.0526685393258427,0.0
660505-1,0.9550561797752809,-1.0,0.9030898876404494,-1.0,0.051966292134831504,0.0
660512-2,0.9789325842696629,-1.0,0.9269662921348315,-1.0,0.05196629213483139,0.0
660113-6,0.9592696629213483,-1.0,0.9073033707865169,-1.0,0.05196629213483139,0.0
660453-1,0.9480337078651685,-1.0,0.8960674157303371,-1.0,0.05196629213483139,0.0
660164-2,0.9213483146067416,-1.0,0.973314606741573,-1.0,0.05196629213483139,0.0
660226-2,0.9213483146067416,-1.0,0.973314606741573,-1.0,0.05196629213483139,0.0
660073-4,0.9213483146067416,-1.0,0.973314606741573,-1.0,0.05196629213483139,0.0
660073-5,0.9185393258426966,-1.0,0.9698033707865169,-1.0,0.05126404494382031,0.0
660324-2,0.9438202247191011,-1.0,0.9950842696629213,-1.0,0.0512640449438202,0.0
660632-01,0.9269662921348315,-1.0,0.9782303370786517,-1.0,0.0512640449438202,0.0
660486-3,0.9964887640449438,-1.0,0.9459269662921348,-1.0,0.050561797752809,0.0
660069-4,0.9592696629213483,-1.0,0.9087078651685393,-1.0,0.050561797752809,0.0
660455-1,0.827247191011236,-1.0,0.776685393258427,-1.0,0.050561797752809,0.0
660477-1,0.9936797752808989,-1.0,0.9438202247191011,-1.0,0.049859550561797805,0.0
660197-1,0.8476123595505618,-1.0,0.797752808988764,-1.0,0.049859550561797805,0.0
660086-4,0.9845505617977528,-1.0,0.9353932584269663,-1.0,0.0491573033707865,0.0
660557-02,0.9073033707865169,-1.0,0.9564606741573034,-1.0,0.0491573033707865,0.0
660480-2,0.8925561797752809,-1.0,0.9417134831460674,-1.0,0.0491573033707865,0.0
660405-1,0.8665730337078652,-1.0,0.8174157303370787,-1.0,0.0491573033707865,0.0
660623-05,0.9768258426966292,-1.0,0.9283707865168539,-1.0,0.0484550561797753,0.0
660072-5,0.9115168539325843,-1.0,0.8637640449438202,-1.0,0.047752808988764106,0.0
660623-03,0.7837078651685393,-1.0,0.8314606741573034,-1.0,0.047752808988764106,0.0
660314-2,0.8714887640449438,-1.0,0.9185393258426966,-1.0,0.0470505617977528,0.0
660580-01,0.8665730337078652,-1.0,0.8195224719101124,-1.0,0.0470505617977528,0.0
660163-2,0.660814606741573,-1.0,0.7078651685393258,-1.0,0.0470505617977528,0.0
660087-6,0.9452247191011236,-1.0,0.9915730337078652,-1.0,0.0463483146067416,0.0
660087-2,0.9396067415730337,-1.0,0.9859550561797753,-1.0,0.0463483146067416,0.0
660371-1,0.8567415730337079,-1.0,0.9030898876404494,-1.0,0.04634831460674149,0.0
660133-6,0.9515449438202247,-1.0,0.9971910112359551,-1.0,0.04564606741573041,0.0
660072-4,0.9726123595505618,-1.0,0.9269662921348315,-1.0,0.045646067415730296,0.0
660182-1,0.9410112359550562,-1.0,0.9866573033707865,-1.0,0.045646067415730296,0.0
660489-1,0.9115168539325843,-1.0,0.9571629213483146,-1.0,0.045646067415730296,0.0
660459-1,0.8258426966292135,-1.0,0.8714887640449438,-1.0,0.045646067415730296,0.0
660084-4,0.9810393258426966,-1.0,0.9360955056179775,-1.0,0.0449438202247191,0.0
660083-2,0.9691011235955056,-1.0,0.9241573033707865,-1.0,0.0449438202247191,0.0
660045-4,0.9290730337078652,-1.0,0.8841292134831461,-1.0,0.0449438202247191,0.0
660305-1,0.7605337078651685,-1.0,0.7155898876404494,-1.0,0.0449438202247191,0.0
660305-4,0.9726123595505618,-1.0,0.9283707865168539,-1.0,0.044241573033707904,0.0
660041,0.9185393258426966,-1.0,0.9627808988764045,-1.0,0.044241573033707904,0.0
660388-1,0.875,-1.0,0.9192415730337079,-1.0,0.044241573033707904,0.0
660610-03,0.9501404494382022,-1.0,0.9058988764044944,-1.0,0.04424157303370779,0.0
660181-1,0.9058988764044944,-1.0,0.949438202247191,-1.0,0.0435393258426966,0.0
660045-1,0.8321629213483146,-1.0,0.8757022471910112,-1.0,0.0435393258426966,0.0
660548-1,0.7963483146067416,-1.0,0.8398876404494382,-1.0,0.0435393258426966,0.0
660478-2,0.913623595505618,-1.0,0.9564606741573034,-1.0,0.0428370786516854,0.0
660622-02,0.9782303370786517,-1.0,0.9360955056179775,-1.0,0.042134831460674205,0.0
660082-2,0.9318820224719101,-1.0,0.9740168539325843,-1.0,0.042134831460674205,0.0
660069-6,0.9178370786516854,-1.0,0.8757022471910112,-1.0,0.042134831460674205,0.0
660624-02,0.9768258426966292,-1.0,0.9353932584269663,-1.0,0.0414325842696629,0.0
660325-1,0.976123595505618,-1.0,0.9346910112359551,-1.0,0.0414325842696629,0.0
660177-1,0.8686797752808989,-1.0,0.9101123595505618,-1.0,0.0414325842696629,0.0
660197-2,0.851123595505618,-1.0,0.8925561797752809,-1.0,0.0414325842696629,0.0
660209-1,0.6186797752808989,-1.0,0.6601123595505618,-1.0,0.0414325842696629,0.0
660504-1,0.9866573033707865,-1.0,0.9459269662921348,-1.0,0.0407303370786517,0.0
660456-1,0.672752808988764,-1.0,0.7134831460674157,-1.0,0.0407303370786517,0.0
660368-2,0.9262640449438202,-1.0,0.9662921348314607,-1.0,0.040028089887640506,0.0
660106-6,0.9824438202247191,-1.0,0.9424157303370787,-1.0,0.040028089887640395,0.0
660045-2,0.9466292134831461,-1.0,0.9866573033707865,-1.0,0.040028089887640395,0.0
660173-6,0.9318820224719101,-1.0,0.8918539325842697,-1.0,0.040028089887640395,0.0
660146-2,0.9578651685393258,-1.0,0.9971910112359551,-1.0,0.03932584269662931,0.0
660488-2,0.985252808988764,-1.0,0.9459269662921348,-1.0,0.0393258426966292,0.0
660623-02,0.9726123595505618,-1.0,0.9332865168539326,-1.0,0.0393258426966292,0.0
660137-3,0.9164325842696629,-1.0,0.9557584269662921,-1.0,0.0393258426966292,0.0
660249-1,0.988061797752809,-1.0,0.949438202247191,-1.0,0.038623595505618,0.0
660094-1,0.9845505617977528,-1.0,0.9459269662921348,-1.0,0.038623595505618,0.0
660180-2,0.9592696629213483,-1.0,0.9978932584269663,-1.0,0.038623595505618,0.0
660038-6,0.9501404494382022,-1.0,0.9887640449438202,-1.0,0.038623595505618,0.0
660124-1,0.8785112359550562,-1.0,0.9171348314606742,-1.0,0.038623595505618,0.0
660077-5,0.985252808988764,-1.0,0.9466292134831461,-1.0,0.03862359550561789,0.0
660356-1,0.9304775280898876,-1.0,0.9683988764044944,-1.0,0.037921348314606806,0.0
660486-4,0.9943820224719101,-1.0,0.9564606741573034,-1.0,0.037921348314606695,0.0
660255-1,0.9768258426966292,-1.0,0.9389044943820225,-1.0,0.037921348314606695,0.0
660375-2,0.8862359550561798,-1.0,0.9241573033707865,-1.0,0.037921348314606695,0.0
660621-02,0.9740168539325843,-1.0,0.9367977528089888,-1.0,0.0372191011235955,0.0
660092-5,0.9648876404494382,-1.0,0.9276685393258427,-1.0,0.0372191011235955,0.0
660149-2,0.9269662921348315,-1.0,0.964185393258427,-1.0,0.0372191011235955,0.0
660470-3,0.9606741573033708,-1.0,0.9241573033707865,-1.0,0.0365168539325843,0.0
660496-1,0.8967696629213483,-1.0,0.9332865168539326,-1.0,0.0365168539325843,0.0
660181-2,0.9185393258426966,-1.0,0.9543539325842697,-1.0,0.03581460674157311,0.0
660511-1,0.8911516853932584,-1.0,0.9269662921348315,-1.0,0.03581460674157311,0.0
660553-01,0.9585674157303371,-1.0,0.9943820224719101,-1.0,0.035814606741572996,0.0
660358-2,0.9915730337078652,-1.0,0.9564606741573034,-1.0,0.0351123595505618,0.0
660614-02,0.9396067415730337,-1.0,0.9747191011235955,-1.0,0.0351123595505618,0.0
660113-2,0.9915730337078652,-1.0,0.9571629213483146,-1.0,0.034410112359550604,0.0
660420-2,0.949438202247191,-1.0,0.9150280898876404,-1.0,0.034410112359550604,0.0
660149-1,0.9241573033707865,-1.0,0.9585674157303371,-1.0,0.034410112359550604,0.0
660072-6,0.9080056179775281,-1.0,0.9424157303370787,-1.0,0.034410112359550604,0.0
660156-2,0.9768258426966292,-1.0,0.9424157303370787,-1.0,0.03441011235955049,0.0
660328-1,0.9410112359550562,-1.0,0.9073033707865169,-1.0,0.0337078651685393,0.0
660133-3,0.9796348314606742,-1.0,0.9466292134831461,-1.0,0.0330056179775281,0.0
660034-1,0.9073033707865169,-1.0,0.8742977528089888,-1.0,0.0330056179775281,0.0
660079-4,0.9655898876404494,-1.0,0.9978932584269663,-1.0,0.032303370786516905,0.0
660064-2,0.9676966292134831,-1.0,0.9353932584269663,-1.0,0.032303370786516794,0.0
660073-2,0.9676966292134831,-1.0,0.9992977528089888,-1.0,0.03160112359550571,0.0
660050-3,0.9606741573033708,-1.0,0.9922752808988764,-1.0,0.0316011235955056,0.0
660075-2,0.901685393258427,-1.0,0.9332865168539326,-1.0,0.0316011235955056,0.0
660372-1,0.9276685393258427,-1.0,0.9585674157303371,-1.0,0.030898876404494402,0.0
660489-2,0.8728932584269663,-1.0,0.9037921348314607,-1.0,0.030898876404494402,0.0
