id,rank_of_pos_uni,rank_of_neg_uni,rank_of_pos_gigapath,rank_of_neg_gigapath,rank_of_pos_diff,rank_of_neg_diff
660327-1,-1.0,0.9965217391304347,-1.0,0.9130434782608695,0.0,0.08347826086956522
660529-4,-1.0,0.8243478260869566,-1.0,0.9043478260869565,0.0,0.07999999999999996
660620-04,-1.0,0.8956521739130435,-1.0,0.9756521739130435,0.0,0.07999999999999996
660086-5,-1.0,0.9147826086956522,-1.0,0.9930434782608696,0.0,0.07826086956521738
660466-5,-1.0,0.9739130434782609,-1.0,0.8956521739130435,0.0,0.07826086956521738
660173-4,-1.0,0.9982608695652174,-1.0,0.92,0.0,0.07826086956521738
660505-1,-1.0,0.9756521739130435,-1.0,0.8991304347826087,0.0,0.07652173913043481
660511-1,-1.0,0.8573913043478261,-1.0,0.9321739130434783,0.0,0.07478260869565223
660419-4,-1.0,0.9982608695652174,-1.0,0.9234782608695652,0.0,0.07478260869565223
660445-6,-1.0,0.8834782608695653,-1.0,0.9582608695652174,0.0,0.07478260869565212
660078-2,-1.0,0.9234782608695652,-1.0,0.9965217391304347,0.0,0.07304347826086954
660400-3,-1.0,0.9634782608695652,-1.0,0.8904347826086957,0.0,0.07304347826086954
660603-01,-1.0,0.8626086956521739,-1.0,0.9339130434782609,0.0,0.07130434782608697
660501-3,-1.0,0.8991304347826087,-1.0,0.9704347826086956,0.0,0.07130434782608697
660366-2,-1.0,0.9095652173913044,-1.0,0.9808695652173913,0.0,0.07130434782608697
660573-01,-1.0,0.9791304347826087,-1.0,0.9078260869565218,0.0,0.07130434782608697
660081-3,-1.0,1.0,-1.0,0.9304347826086956,0.0,0.06956521739130439
660457-1,-1.0,0.8834782608695653,-1.0,0.9530434782608695,0.0,0.06956521739130428
660045-1,-1.0,0.9026086956521739,-1.0,0.9721739130434782,0.0,0.06956521739130428
660573-03,-1.0,0.9843478260869565,-1.0,0.9147826086956522,0.0,0.06956521739130428
660384-3,-1.0,0.9982608695652174,-1.0,0.9304347826086956,0.0,0.06782608695652181
660504-1,-1.0,0.9982608695652174,-1.0,0.9304347826086956,0.0,0.06782608695652181
660470-3,-1.0,0.9982608695652174,-1.0,0.9304347826086956,0.0,0.06782608695652181
660305-1,-1.0,0.9982608695652174,-1.0,0.9304347826086956,0.0,0.06782608695652181
660634-04,-1.0,0.8243478260869566,-1.0,0.8904347826086957,0.0,0.06608695652173913
660501-4,-1.0,0.8643478260869565,-1.0,0.9304347826086956,0.0,0.06608695652173913
660520-1,-1.0,0.928695652173913,-1.0,0.8626086956521739,0.0,0.06608695652173913
660447-6,-1.0,0.9617391304347827,-1.0,0.8956521739130435,0.0,0.06608695652173913
660482-4,-1.0,0.9652173913043478,-1.0,0.8991304347826087,0.0,0.06608695652173913
660394-3,-1.0,1.0,-1.0,0.9339130434782609,0.0,0.06608695652173913
660623-03,-1.0,0.831304347826087,-1.0,0.8956521739130435,0.0,0.06434782608695655
660530-3,-1.0,0.888695652173913,-1.0,0.9530434782608695,0.0,0.06434782608695655
660064-1,-1.0,0.9530434782608695,-1.0,0.888695652173913,0.0,0.06434782608695655
660402-3,-1.0,0.9634782608695652,-1.0,0.8991304347826087,0.0,0.06434782608695655
660608-01,-1.0,0.9808695652173913,-1.0,0.9165217391304348,0.0,0.06434782608695655
660327-2,-1.0,0.9982608695652174,-1.0,0.9339130434782609,0.0,0.06434782608695655
660192-5,-1.0,0.9982608695652174,-1.0,0.9339130434782609,0.0,0.06434782608695655
660323-3,-1.0,0.9982608695652174,-1.0,0.9339130434782609,0.0,0.06434782608695655
660308-3,-1.0,0.9982608695652174,-1.0,0.9339130434782609,0.0,0.06434782608695655
660468-1,-1.0,0.9982608695652174,-1.0,0.9339130434782609,0.0,0.06434782608695655
660569-02,-1.0,0.9982608695652174,-1.0,0.9339130434782609,0.0,0.06434782608695655
660243-6,-1.0,0.7634782608695653,-1.0,0.7008695652173913,0.0,0.06260869565217397
660617-02,-1.0,0.991304347826087,-1.0,0.928695652173913,0.0,0.06260869565217397
660069-4,-1.0,0.9930434782608696,-1.0,0.9304347826086956,0.0,0.06260869565217397
660044-3,-1.0,0.8782608695652174,-1.0,0.9408695652173913,0.0,0.06260869565217386
660530-1,-1.0,0.9339130434782609,-1.0,0.9965217391304347,0.0,0.06260869565217386
660104-5,-1.0,0.9965217391304347,-1.0,0.9339130434782609,0.0,0.06260869565217386
660447-5,-1.0,0.991304347826087,-1.0,0.9304347826086956,0.0,0.0608695652173914
660573-02,-1.0,0.991304347826087,-1.0,0.9304347826086956,0.0,0.0608695652173914
660173-3,-1.0,0.991304347826087,-1.0,0.9304347826086956,0.0,0.0608695652173914
660449-5,-1.0,0.8365217391304348,-1.0,0.8973913043478261,0.0,0.060869565217391286
660522-4,-1.0,0.9339130434782609,-1.0,0.9947826086956522,0.0,0.060869565217391286
660072-6,-1.0,0.8782608695652174,-1.0,0.9373913043478261,0.0,0.05913043478260871
660516-2,-1.0,0.928695652173913,-1.0,0.9878260869565217,0.0,0.05913043478260871
660595-04,-1.0,0.9634782608695652,-1.0,0.9043478260869565,0.0,0.05913043478260871
660415-5,-1.0,0.9860869565217392,-1.0,0.9269565217391305,0.0,0.05913043478260871
660398-3,-1.0,0.9930434782608696,-1.0,0.9339130434782609,0.0,0.05913043478260871
660115-2,-1.0,0.9930434782608696,-1.0,0.9339130434782609,0.0,0.05913043478260871
660514-2,-1.0,0.8921739130434783,-1.0,0.9495652173913044,0.0,0.05739130434782613
660045-2,-1.0,0.9304347826086956,-1.0,0.9878260869565217,0.0,0.05739130434782613
660450-1,-1.0,0.9808695652173913,-1.0,0.9234782608695652,0.0,0.05739130434782613
660069-6,-1.0,0.9808695652173913,-1.0,0.9234782608695652,0.0,0.05739130434782613
660045-3,-1.0,0.9930434782608696,-1.0,0.9356521739130435,0.0,0.05739130434782613
660117-1,-1.0,1.0,-1.0,0.9426086956521739,0.0,0.05739130434782613
660380-4,-1.0,0.9147826086956522,-1.0,0.9721739130434782,0.0,0.05739130434782602
660496-2,-1.0,0.9965217391304347,-1.0,0.9391304347826087,0.0,0.05739130434782602
660384-4,-1.0,0.9860869565217392,-1.0,0.9304347826086956,0.0,0.05565217391304356
660044-6,-1.0,0.9860869565217392,-1.0,0.9304347826086956,0.0,0.05565217391304356
660032-1,-1.0,0.9860869565217392,-1.0,0.9304347826086956,0.0,0.05565217391304356
660034-3,-1.0,0.9860869565217392,-1.0,0.9304347826086956,0.0,0.05565217391304356
660522-6,-1.0,0.9321739130434783,-1.0,0.9878260869565217,0.0,0.055652173913043446
660325-1,-1.0,0.9808695652173913,-1.0,0.9252173913043479,0.0,0.055652173913043446
660056-3,-1.0,0.9878260869565217,-1.0,0.9321739130434783,0.0,0.055652173913043446
660452-1,-1.0,0.6869565217391305,-1.0,0.6330434782608696,0.0,0.05391304347826087
660055-2,-1.0,0.8973913043478261,-1.0,0.951304347826087,0.0,0.05391304347826087
660577-02,-1.0,0.9234782608695652,-1.0,0.9773913043478261,0.0,0.05391304347826087
660134-5,-1.0,0.9321739130434783,-1.0,0.9860869565217392,0.0,0.05391304347826087
660078-4,-1.0,0.9339130434782609,-1.0,0.9878260869565217,0.0,0.05391304347826087
660467-6,-1.0,0.951304347826087,-1.0,0.8973913043478261,0.0,0.05391304347826087
660460-1,-1.0,0.9530434782608695,-1.0,0.8991304347826087,0.0,0.05391304347826087
660582-01,-1.0,0.9878260869565217,-1.0,0.9339130434782609,0.0,0.05391304347826087
660335-4,-1.0,0.9634782608695652,-1.0,0.9113043478260869,0.0,0.05217391304347829
660166-5,-1.0,0.9808695652173913,-1.0,0.928695652173913,0.0,0.05217391304347829
660608-02,-1.0,0.9808695652173913,-1.0,0.928695652173913,0.0,0.05217391304347829
660612-01,-1.0,0.9860869565217392,-1.0,0.9339130434782609,0.0,0.05217391304347829
660542-1,-1.0,0.991304347826087,-1.0,0.9391304347826087,0.0,0.05217391304347829
660522-3,-1.0,0.9373913043478261,-1.0,0.9895652173913043,0.0,0.05217391304347818
660031,-1.0,0.9478260869565217,-1.0,0.9982608695652174,0.0,0.050434782608695716
660601-01,-1.0,0.9495652173913044,-1.0,0.8991304347826087,0.0,0.050434782608695716
660335-1,-1.0,0.9930434782608696,-1.0,0.9426086956521739,0.0,0.050434782608695716
660418-3,-1.0,0.72,-1.0,0.6695652173913044,0.0,0.050434782608695605
660045-6,-1.0,0.88,-1.0,0.9304347826086956,0.0,0.050434782608695605
660623-05,-1.0,0.9843478260869565,-1.0,0.9339130434782609,0.0,0.050434782608695605
660595-06,-1.0,0.9791304347826087,-1.0,0.9304347826086956,0.0,0.04869565217391314
660542-2,-1.0,0.991304347826087,-1.0,0.9426086956521739,0.0,0.04869565217391314
660091-6,-1.0,0.9391304347826087,-1.0,0.9878260869565217,0.0,0.04869565217391303
660493-3,-1.0,0.9391304347826087,-1.0,0.8904347826086957,0.0,0.04869565217391303
660050-4,-1.0,0.9478260869565217,-1.0,0.9965217391304347,0.0,0.04869565217391303
660601-02,-1.0,0.9530434782608695,-1.0,0.9043478260869565,0.0,0.04869565217391303
660627-02,-1.0,0.9982608695652174,-1.0,0.9495652173913044,0.0,0.04869565217391303
660323-4,-1.0,1.0,-1.0,0.951304347826087,0.0,0.04869565217391303
660511-2,-1.0,0.9426086956521739,-1.0,0.9895652173913043,0.0,0.04695652173913045
660581-01,-1.0,0.9443478260869566,-1.0,0.8973913043478261,0.0,0.04695652173913045
660191-5,-1.0,0.9739130434782609,-1.0,0.9269565217391305,0.0,0.04695652173913045
660482-3,-1.0,0.9860869565217392,-1.0,0.9391304347826087,0.0,0.04695652173913045
660034-1,-1.0,0.9982608695652174,-1.0,0.951304347826087,0.0,0.04695652173913045
660032-4,-1.0,0.9982608695652174,-1.0,0.951304347826087,0.0,0.04695652173913045
660536-1,-1.0,0.9252173913043479,-1.0,0.9721739130434782,0.0,0.04695652173913034
660245-4,-1.0,0.9339130434782609,-1.0,0.9791304347826087,0.0,0.045217391304347876
660172-4,-1.0,0.9443478260869566,-1.0,0.8991304347826087,0.0,0.045217391304347876
660627-03,-1.0,0.9756521739130435,-1.0,0.9304347826086956,0.0,0.045217391304347876
660513-2,-1.0,0.9791304347826087,-1.0,0.9339130434782609,0.0,0.045217391304347876
660491-2,-1.0,0.991304347826087,-1.0,0.9460869565217391,0.0,0.045217391304347876
660243-2,-1.0,0.9739130434782609,-1.0,0.9304347826086956,0.0,0.0434782608695653
660595-05,-1.0,0.9791304347826087,-1.0,0.9356521739130435,0.0,0.0434782608695653
660329-1,-1.0,0.9791304347826087,-1.0,0.9356521739130435,0.0,0.0434782608695653
660045-4,-1.0,0.9860869565217392,-1.0,0.9426086956521739,0.0,0.0434782608695653
660044-2,-1.0,0.8556521739130435,-1.0,0.8991304347826087,0.0,0.04347826086956519
660342-5,-1.0,0.9443478260869566,-1.0,0.9878260869565217,0.0,0.04347826086956519
660634-06,-1.0,0.9304347826086956,-1.0,0.9721739130434782,0.0,0.04173913043478261
660458-2,-1.0,0.9530434782608695,-1.0,0.9113043478260869,0.0,0.04173913043478261
660366-1,-1.0,0.9565217391304348,-1.0,0.9982608695652174,0.0,0.04173913043478261
660634-03,-1.0,0.9582608695652174,-1.0,1.0,0.0,0.04173913043478261
660453-2,-1.0,0.9721739130434782,-1.0,0.9304347826086956,0.0,0.04173913043478261
660627-04,-1.0,0.9721739130434782,-1.0,0.9304347826086956,0.0,0.04173913043478261
660465-1,-1.0,0.8539130434782609,-1.0,0.8139130434782609,0.0,0.040000000000000036
660457-2,-1.0,0.9391304347826087,-1.0,0.9791304347826087,0.0,0.040000000000000036
660458-1,-1.0,0.9634782608695652,-1.0,0.9234782608695652,0.0,0.040000000000000036
660456-2,-1.0,0.9704347826086956,-1.0,0.9304347826086956,0.0,0.040000000000000036
660064-3,-1.0,0.9860869565217392,-1.0,0.9460869565217391,0.0,0.040000000000000036
660466-2,-1.0,0.9878260869565217,-1.0,0.9478260869565217,0.0,0.040000000000000036
660115-1,-1.0,0.991304347826087,-1.0,0.951304347826087,0.0,0.040000000000000036
660428-1,-1.0,1.0,-1.0,0.96,0.0,0.040000000000000036
660308-5,-1.0,1.0,-1.0,0.96,0.0,0.040000000000000036
660587-01,-1.0,0.9443478260869566,-1.0,0.9843478260869565,0.0,0.039999999999999925
660135-5,-1.0,0.9478260869565217,-1.0,0.9860869565217392,0.0,0.03826086956521746
660101-2,-1.0,0.9686956521739131,-1.0,0.9304347826086956,0.0,0.03826086956521746
660172-3,-1.0,0.9739130434782609,-1.0,0.9356521739130435,0.0,0.03826086956521746
660627-01,-1.0,0.9860869565217392,-1.0,0.9478260869565217,0.0,0.03826086956521746
660586-01,-1.0,0.991304347826087,-1.0,0.9530434782608695,0.0,0.03826086956521746
660158-2c,-1.0,0.9982608695652174,-1.0,0.96,0.0,0.03826086956521746
660539-6,-1.0,0.9321739130434783,-1.0,0.9704347826086956,0.0,0.03826086956521735
660244-4,-1.0,0.9582608695652174,-1.0,0.9965217391304347,0.0,0.03826086956521735
660134-6,-1.0,0.9582608695652174,-1.0,0.9965217391304347,0.0,0.03826086956521735
660245-1,-1.0,0.9530434782608695,-1.0,0.9895652173913043,0.0,0.03652173913043477
660569-01,-1.0,0.9878260869565217,-1.0,0.951304347826087,0.0,0.03652173913043477
660402-1,-1.0,0.9982608695652174,-1.0,0.9617391304347827,0.0,0.03652173913043477
660059-3,-1.0,0.8365217391304348,-1.0,0.871304347826087,0.0,0.034782608695652195
660465-2,-1.0,0.8834782608695653,-1.0,0.8486956521739131,0.0,0.034782608695652195
660539-1,-1.0,0.9426086956521739,-1.0,0.9773913043478261,0.0,0.034782608695652195
660463-2,-1.0,0.9530434782608695,-1.0,0.9878260869565217,0.0,0.034782608695652195
660522-5,-1.0,0.9634782608695652,-1.0,0.9982608695652174,0.0,0.034782608695652195
660595-03,-1.0,0.9652173913043478,-1.0,0.9304347826086956,0.0,0.034782608695652195
660166-4,-1.0,0.9791304347826087,-1.0,0.9443478260869566,0.0,0.034782608695652195
660576-02,-1.0,0.9860869565217392,-1.0,0.951304347826087,0.0,0.034782608695652195
660400-1,-1.0,0.9860869565217392,-1.0,0.951304347826087,0.0,0.034782608695652195
660377-2,-1.0,1.0,-1.0,0.9652173913043478,0.0,0.034782608695652195
660086-6,-1.0,0.9617391304347827,-1.0,0.9965217391304347,0.0,0.034782608695652084
660133-3,-1.0,0.9965217391304347,-1.0,0.9617391304347827,0.0,0.034782608695652084
660401-1,-1.0,0.8852173913043478,-1.0,0.8521739130434782,0.0,0.03304347826086962
660137-3,-1.0,0.9182608695652174,-1.0,0.951304347826087,0.0,0.03304347826086962
660415-4,-1.0,0.96,-1.0,0.9930434782608696,0.0,0.03304347826086962
660328-1,-1.0,0.9634782608695652,-1.0,0.9304347826086956,0.0,0.03304347826086962
660450-4,-1.0,0.9634782608695652,-1.0,0.9304347826086956,0.0,0.03304347826086962
660492-1,-1.0,0.9634782608695652,-1.0,0.9304347826086956,0.0,0.03304347826086962
660201-2,-1.0,0.9652173913043478,-1.0,0.9982608695652174,0.0,0.03304347826086962
660217-2,-1.0,0.9808695652173913,-1.0,0.9478260869565217,0.0,0.03304347826086962
660133-4,-1.0,1.0,-1.0,0.9669565217391304,0.0,0.03304347826086962
660608-06,-1.0,0.9339130434782609,-1.0,0.9669565217391304,0.0,0.03304347826086951
660133-6,-1.0,0.9443478260869566,-1.0,0.9773913043478261,0.0,0.03304347826086951
660516-5,-1.0,0.9843478260869565,-1.0,0.951304347826087,0.0,0.03304347826086951
660450-2,-1.0,0.9965217391304347,-1.0,0.9634782608695652,0.0,0.03304347826086951
660064-2,-1.0,0.9617391304347827,-1.0,0.9304347826086956,0.0,0.03130434782608704
660482-1,-1.0,0.9982608695652174,-1.0,0.9669565217391304,0.0,0.03130434782608704
660157-1,-1.0,0.9982608695652174,-1.0,0.9669565217391304,0.0,0.03130434782608704
660456-1,-1.0,0.8730434782608696,-1.0,0.9043478260869565,0.0,0.03130434782608693
660531-3,-1.0,0.9582608695652174,-1.0,0.9895652173913043,0.0,0.03130434782608693
660468-3,-1.0,0.9652173913043478,-1.0,0.9339130434782609,0.0,0.03130434782608693
660186-1,-1.0,0.9808695652173913,-1.0,0.9495652173913044,0.0,0.03130434782608693
660446-5,-1.0,0.9878260869565217,-1.0,0.9565217391304348,0.0,0.03130434782608693
660389-2,-1.0,0.9043478260869565,-1.0,0.9339130434782609,0.0,0.029565217391304355
660411-2,-1.0,0.951304347826087,-1.0,0.9808695652173913,0.0,0.029565217391304355
660191-2,-1.0,0.9530434782608695,-1.0,0.9234782608695652,0.0,0.029565217391304355
660328-2,-1.0,0.9530434782608695,-1.0,0.9234782608695652,0.0,0.029565217391304355
660623-06,-1.0,0.96,-1.0,0.9304347826086956,0.0,0.029565217391304355
660617-01,-1.0,0.9634782608695652,-1.0,0.9339130434782609,0.0,0.029565217391304355
660446-4,-1.0,0.9652173913043478,-1.0,0.9356521739130435,0.0,0.029565217391304355
660625-01,-1.0,0.9652173913043478,-1.0,0.9356521739130435,0.0,0.029565217391304355
660526-2,-1.0,0.9652173913043478,-1.0,0.9356521739130435,0.0,0.029565217391304355
660050-5,-1.0,0.9686956521739131,-1.0,0.9982608695652174,0.0,0.029565217391304355
660078-6,-1.0,0.9965217391304347,-1.0,0.9669565217391304,0.0,0.029565217391304355
660604-02,-1.0,1.0,-1.0,0.9704347826086956,0.0,0.029565217391304355
660376-2,-1.0,1.0,-1.0,0.9704347826086956,0.0,0.029565217391304355
660317-1,-1.0,1.0,-1.0,0.9704347826086956,0.0,0.029565217391304355
660338-4,-1.0,1.0,-1.0,0.9704347826086956,0.0,0.029565217391304355
660572-01,-1.0,1.0,-1.0,0.9704347826086956,0.0,0.029565217391304355
660418-4,-1.0,0.8834782608695653,-1.0,0.8556521739130435,0.0,0.02782608695652178
660620-03,-1.0,0.8973913043478261,-1.0,0.9252173913043479,0.0,0.02782608695652178
660390-2,-1.0,0.9634782608695652,-1.0,0.991304347826087,0.0,0.02782608695652178
660245-6,-1.0,0.9634782608695652,-1.0,0.991304347826087,0.0,0.02782608695652178
660155-1,-1.0,0.9634782608695652,-1.0,0.991304347826087,0.0,0.02782608695652178
660517-4,-1.0,0.9652173913043478,-1.0,0.9930434782608696,0.0,0.02782608695652178
660524-2,-1.0,0.9721739130434782,-1.0,1.0,0.0,0.02782608695652178
660445-2,-1.0,0.9982608695652174,-1.0,0.9704347826086956,0.0,0.02782608695652178
660601-05,-1.0,1.0,-1.0,0.9721739130434782,0.0,0.02782608695652178
660492-4,-1.0,1.0,-1.0,0.9721739130434782,0.0,0.02782608695652178
660312-1,-1.0,1.0,-1.0,0.9721739130434782,0.0,0.02782608695652178
660498-2,-1.0,1.0,-1.0,0.9721739130434782,0.0,0.02782608695652178
660365-5,-1.0,0.9026086956521739,-1.0,0.9304347826086956,0.0,0.027826086956521667
660495-1,-1.0,0.9617391304347827,-1.0,0.9895652173913043,0.0,0.027826086956521667
660546-2,-1.0,0.9686956521739131,-1.0,0.9965217391304347,0.0,0.027826086956521667
660244-3,-1.0,0.9721739130434782,-1.0,0.9982608695652174,0.0,0.026086956521739202
660337-2,-1.0,0.9982608695652174,-1.0,0.9721739130434782,0.0,0.026086956521739202
660476-1,-1.0,0.9982608695652174,-1.0,0.9721739130434782,0.0,0.026086956521739202
660488-1,-1.0,0.9982608695652174,-1.0,0.9721739130434782,0.0,0.026086956521739202
660394-1,-1.0,0.9982608695652174,-1.0,0.9721739130434782,0.0,0.026086956521739202
660466-6,-1.0,0.9095652173913044,-1.0,0.9356521739130435,0.0,0.02608695652173909
660544-3,-1.0,0.9095652173913044,-1.0,0.9356521739130435,0.0,0.02608695652173909
660379-6,-1.0,0.9443478260869566,-1.0,0.9704347826086956,0.0,0.02608695652173909
660467-5,-1.0,0.96,-1.0,0.9339130434782609,0.0,0.02608695652173909
660516-1,-1.0,0.9704347826086956,-1.0,0.9965217391304347,0.0,0.02608695652173909
660038-2,-1.0,0.9965217391304347,-1.0,0.9704347826086956,0.0,0.02608695652173909
660305-4,-1.0,1.0,-1.0,0.9739130434782609,0.0,0.02608695652173909
660059-4,-1.0,0.9113043478260869,-1.0,0.9356521739130435,0.0,0.024347826086956514
660224-1,-1.0,0.9478260869565217,-1.0,0.9721739130434782,0.0,0.024347826086956514
660134-1,-1.0,0.96,-1.0,0.9356521739130435,0.0,0.024347826086956514
660468-5,-1.0,0.9634782608695652,-1.0,0.9878260869565217,0.0,0.024347826086956514
660481-5,-1.0,0.9634782608695652,-1.0,0.9878260869565217,0.0,0.024347826086956514
660522-2,-1.0,0.9634782608695652,-1.0,0.9878260869565217,0.0,0.024347826086956514
660155-2,-1.0,0.9634782608695652,-1.0,0.9878260869565217,0.0,0.024347826086956514
660516-4,-1.0,0.9634782608695652,-1.0,0.9878260869565217,0.0,0.024347826086956514
660481-3,-1.0,0.9686956521739131,-1.0,0.9930434782608696,0.0,0.024347826086956514
660587-02,-1.0,0.9739130434782609,-1.0,0.9982608695652174,0.0,0.024347826086956514
660158-4,-1.0,0.9739130434782609,-1.0,0.9982608695652174,0.0,0.024347826086956514
660158-3,-1.0,0.9739130434782609,-1.0,0.9982608695652174,0.0,0.024347826086956514
660493-6,-1.0,0.9965217391304347,-1.0,0.9721739130434782,0.0,0.024347826086956514
660134-3,-1.0,0.9965217391304347,-1.0,0.9721739130434782,0.0,0.024347826086956514
660601-06,-1.0,1.0,-1.0,0.9756521739130435,0.0,0.024347826086956514
660377-5,-1.0,0.9113043478260869,-1.0,0.9339130434782609,0.0,0.022608695652173938
660493-4,-1.0,0.9582608695652174,-1.0,0.9356521739130435,0.0,0.022608695652173938
660091-5,-1.0,0.9634782608695652,-1.0,0.9860869565217392,0.0,0.022608695652173938
660337-1,-1.0,0.9652173913043478,-1.0,0.9426086956521739,0.0,0.022608695652173938
660620-01,-1.0,0.9652173913043478,-1.0,0.9878260869565217,0.0,0.022608695652173938
660401-6,-1.0,0.9704347826086956,-1.0,0.9478260869565217,0.0,0.022608695652173938
660201-1,-1.0,0.9721739130434782,-1.0,0.9947826086956522,0.0,0.022608695652173938
660196-4,-1.0,0.9773913043478261,-1.0,1.0,0.0,0.022608695652173938
660495-2,-1.0,0.9930434782608696,-1.0,0.9704347826086956,0.0,0.022608695652173938
660185-1,-1.0,1.0,-1.0,0.9773913043478261,0.0,0.022608695652173938
660165-1,-1.0,0.9739130434782609,-1.0,0.9965217391304347,0.0,0.022608695652173827
660380-6,-1.0,0.9739130434782609,-1.0,0.9965217391304347,0.0,0.022608695652173827
660072-2,-1.0,0.9739130434782609,-1.0,0.9965217391304347,0.0,0.022608695652173827
660407-1,-1.0,0.9739130434782609,-1.0,0.9965217391304347,0.0,0.022608695652173827
660209-1,-1.0,0.991304347826087,-1.0,0.9704347826086956,0.0,0.02086956521739136
660243-1,-1.0,0.9982608695652174,-1.0,0.9773913043478261,0.0,0.02086956521739136
660601-04,-1.0,0.9113043478260869,-1.0,0.8904347826086957,0.0,0.02086956521739125
660544-4,-1.0,0.9147826086956522,-1.0,0.9356521739130435,0.0,0.02086956521739125
660604-01,-1.0,0.9582608695652174,-1.0,0.9373913043478261,0.0,0.02086956521739125
660342-1,-1.0,0.9686956521739131,-1.0,0.9895652173913043,0.0,0.02086956521739125
660474-3,-1.0,0.9791304347826087,-1.0,1.0,0.0,0.02086956521739125
660572-02,-1.0,1.0,-1.0,0.9791304347826087,0.0,0.02086956521739125
660246-5,-1.0,1.0,-1.0,0.9791304347826087,0.0,0.02086956521739125
660158-5,-1.0,1.0,-1.0,0.9791304347826087,0.0,0.02086956521739125
660480-2,-1.0,1.0,-1.0,0.9791304347826087,0.0,0.02086956521739125
660305-2,-1.0,1.0,-1.0,0.9791304347826087,0.0,0.02086956521739125
660064-6,-1.0,1.0,-1.0,0.9791304347826087,0.0,0.02086956521739125
660189-5,-1.0,0.92,-1.0,0.9008695652173913,0.0,0.019130434782608785
660529-3,-1.0,0.9721739130434782,-1.0,0.991304347826087,0.0,0.019130434782608785
660478-2,-1.0,0.991304347826087,-1.0,0.9721739130434782,0.0,0.019130434782608785
660243-5,-1.0,0.6991304347826087,-1.0,0.68,0.0,0.019130434782608674
660148-1,-1.0,0.9530434782608695,-1.0,0.9721739130434782,0.0,0.019130434782608674
660371-1,-1.0,0.9565217391304348,-1.0,0.9373913043478261,0.0,0.019130434782608674
660091-2,-1.0,0.9582608695652174,-1.0,0.9773913043478261,0.0,0.019130434782608674
660150-2,-1.0,0.9617391304347827,-1.0,0.9808695652173913,0.0,0.019130434782608674
660445-1,-1.0,0.9686956521739131,-1.0,0.9878260869565217,0.0,0.019130434782608674
660242-6,-1.0,0.9739130434782609,-1.0,0.9930434782608696,0.0,0.019130434782608674
660088-4,-1.0,0.9739130434782609,-1.0,0.9930434782608696,0.0,0.019130434782608674
660254-2,-1.0,0.9808695652173913,-1.0,1.0,0.0,0.019130434782608674
660428-2,-1.0,0.9965217391304347,-1.0,0.9773913043478261,0.0,0.019130434782608674
660365-4,-1.0,0.9982608695652174,-1.0,0.9791304347826087,0.0,0.019130434782608674
660335-6,-1.0,0.9982608695652174,-1.0,0.9791304347826087,0.0,0.019130434782608674
660455-2,-1.0,0.9982608695652174,-1.0,0.9791304347826087,0.0,0.019130434782608674
660048-3,-1.0,0.9982608695652174,-1.0,0.9791304347826087,0.0,0.019130434782608674
660467-3,-1.0,0.9982608695652174,-1.0,0.9791304347826087,0.0,0.019130434782608674
660241-2,-1.0,0.9982608695652174,-1.0,0.9791304347826087,0.0,0.019130434782608674
660104-6,-1.0,0.9982608695652174,-1.0,0.9791304347826087,0.0,0.019130434782608674
660454-1,-1.0,0.9982608695652174,-1.0,0.9791304347826087,0.0,0.019130434782608674
660338-5,-1.0,1.0,-1.0,0.9808695652173913,0.0,0.019130434782608674
660488-2,-1.0,1.0,-1.0,0.9808695652173913,0.0,0.019130434782608674
660377-4,-1.0,1.0,-1.0,0.9808695652173913,0.0,0.019130434782608674
660574-02,-1.0,1.0,-1.0,0.9808695652173913,0.0,0.019130434782608674
660479-1,-1.0,1.0,-1.0,0.9808695652173913,0.0,0.019130434782608674
660400-2,-1.0,1.0,-1.0,0.9808695652173913,0.0,0.019130434782608674
660467-1,-1.0,1.0,-1.0,0.9808695652173913,0.0,0.019130434782608674
660168-6,-1.0,1.0,-1.0,0.9808695652173913,0.0,0.019130434782608674
660069-1,-1.0,1.0,-1.0,0.9808695652173913,0.0,0.019130434782608674
660485-2,-1.0,1.0,-1.0,0.9808695652173913,0.0,0.019130434782608674
660549-06,-1.0,1.0,-1.0,0.9808695652173913,0.0,0.019130434782608674
660064-5,-1.0,1.0,-1.0,0.9808695652173913,0.0,0.019130434782608674
660104-2,-1.0,1.0,-1.0,0.9808695652173913,0.0,0.019130434782608674
660533-6,-1.0,1.0,-1.0,0.9808695652173913,0.0,0.019130434782608674
660124-6,-1.0,0.9443478260869566,-1.0,0.9269565217391305,0.0,0.017391304347826098
660325-2,-1.0,0.96,-1.0,0.9426086956521739,0.0,0.017391304347826098
660214-2,-1.0,0.9634782608695652,-1.0,0.9808695652173913,0.0,0.017391304347826098
660520-2,-1.0,0.9652173913043478,-1.0,0.9478260869565217,0.0,0.017391304347826098
660386-1,-1.0,0.9686956521739131,-1.0,0.951304347826087,0.0,0.017391304347826098
660492-3,-1.0,0.9739130434782609,-1.0,0.9565217391304348,0.0,0.017391304347826098
660573-06,-1.0,0.9739130434782609,-1.0,0.9565217391304348,0.0,0.017391304347826098
660082-4,-1.0,0.9808695652173913,-1.0,0.9982608695652174,0.0,0.017391304347826098
660243-7,-1.0,0.991304347826087,-1.0,0.9739130434782609,0.0,0.017391304347826098
